unique_id,year,date_sampled,doy,times_sampled,block,site,site_type,time,plant_species,collector,family,genus,genus_species,caste,tongue,notes
6120,2017,17-Jul,198,,D,Hill,Dry,PM,"Eriogonum subalpinum","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6121,2017,17-Jul,198,,D,Hill,Dry,PM,"Helianthella quinquenervis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6122,2017,17-Jul,198,,D,Hill,Dry,PM,"Helianthella quinquenervis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6123,2017,17-Jul,198,,D,Little,Veratrum,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6124,2017,17-Jul,198,,D,Little,Veratrum,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,frigidus,W,unknown,
6125,2017,17-Jul,198,,D,Little,Veratrum,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6126,2017,17-Jul,198,,D,Little,Veratrum,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6127,2017,17-Jul,198,,D,Little,Veratrum,AM,"Castilleja sulphurea","M. Stemkovski",Apidae,Bombus,balteatus,Q,unknown,
6128,2017,17-Jul,198,,D,Little,Veratrum,AM,"Castilleja sulphurea","M. Stemkovski",Apidae,Bombus,balteatus,Q,unknown,
6129,2017,17-Jul,198,,D,Little,Veratrum,AM,"Lathyrus leucanthus","M. Stemkovski",Apidae,Bombus,nevadensis,W,unknown,
6130,2017,17-Jul,198,,D,Little,Veratrum,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,mixtus,Q,unknown,
6131,2017,17-Jul,198,,D,Little,Veratrum,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6132,2017,17-Jul,198,,D,Little,Veratrum,AM,"Ribes cereum","H. Rocha",Apidae,Bombus,balteatus,W,unknown,
6133,2017,17-Jul,198,,D,Little,Veratrum,AM,"Ribes cereum","H. Rocha",Apidae,Bombus,nevadensis,W,unknown,
6134,2017,17-Jul,198,,D,Little,Veratrum,AM,"Helianthella quinquenervis","H. Rocha",Apidae,Bombus,flavifrons,W,unknown,
6135,2017,17-Jul,198,,D,Little,Veratrum,AM,"Helianthella quinquenervis","H. Rocha",Apidae,Bombus,flavifrons,W,unknown,
6136,2017,17-Jul,198,,D,Little,Veratrum,AM,"Frasera speciosa","H. Rocha",Apidae,Bombus,frigidus,W,unknown,
6137,2017,17-Jul,198,,D,Little,Veratrum,AM,"Frasera speciosa","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6138,2017,17-Jul,198,,D,Little,Veratrum,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6139,2017,17-Jul,198,,D,Little,Veratrum,AM,"Vicia americana","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6140,2017,17-Jul,198,,D,Little,Veratrum,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,frigidus,W,unknown,
6141,2017,17-Jul,198,,D,Little,Veratrum,AM,"Delphinium barbeyi","K. Brennan",Apidae,Bombus,appositus,W,unknown,
6142,2017,17-Jul,198,,D,Little,Veratrum,AM,"Castilleja sulphurea","K. Brennan",Apidae,Bombus,balteatus,Q,unknown,
6143,2017,17-Jul,198,,D,Little,Veratrum,AM,"Castilleja sulphurea","K. Brennan",Apidae,Bombus,balteatus,Q,unknown,
6144,2017,17-Jul,198,,D,Little,Veratrum,AM,"Mertensia ciliata","K. Brennan",Apidae,Bombus,flavifrons,W,unknown,
6145,2017,17-Jul,198,,D,Little,Veratrum,AM,"Vicia americana","K. Brennan",Apidae,Bombus,flavifrons,Q,unknown,
6146,2017,17-Jul,198,,D,Little,Veratrum,AM,"Mertensia ciliata","K. Brennan",Apidae,Bombus,mixtus,W,unknown,
6147,2017,17-Jul,198,,D,Little,Veratrum,AM,"Mertensia ciliata","K. Brennan",Apidae,Bombus,appositus,W,unknown,
6148,2017,17-Jul,198,,D,Little,Veratrum,PM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,frigidus,W,unknown,
6149,2017,17-Jul,198,,D,Little,Veratrum,PM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,frigidus,W,unknown,
6150,2017,17-Jul,198,,D,Little,Veratrum,PM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6151,2017,17-Jul,198,,D,Little,Veratrum,PM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6152,2017,17-Jul,198,,D,Little,Veratrum,PM,"Castilleja sulphurea","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6153,2017,17-Jul,198,,D,Little,Veratrum,PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6154,2017,17-Jul,198,,D,Little,Veratrum,PM,"Helianthella quinquenervis","M. Stemkovski",Apidae,Bombus,frigidus,W,unknown,
6155,2017,17-Jul,198,,D,Little,Veratrum,PM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,rufocinctus,Q,unknown,
6156,2017,17-Jul,198,,D,Little,Veratrum,PM,"Frasera speciosa","H. Rocha",Apidae,Bombus,insularis,Q,unknown,
6157,2017,17-Jul,198,,D,Little,Veratrum,PM,"Frasera speciosa","H. Rocha",Apidae,Bombus,flavifrons,W,unknown,
6158,2017,17-Jul,198,,D,Little,Veratrum,PM,"Frasera speciosa","H. Rocha",Apidae,Bombus,flavifrons,W,unknown,
6159,2017,17-Jul,198,,D,Little,Veratrum,PM,"Delphinium barbeyi","H. Rocha",Apidae,Bombus,flavifrons,Q,unknown,
6160,2017,17-Jul,198,,D,Little,Veratrum,PM,"Helianthella quinquenervis","H. Rocha",Apidae,Bombus,flavifrons,W,unknown,
6161,2017,17-Jul,198,,D,Little,Veratrum,PM,"Frasera speciosa","H. Rocha",Apidae,Bombus,balteatus,Q,unknown,
6162,2017,17-Jul,198,,D,Little,Veratrum,PM,"Frasera speciosa","K. Brennan",Apidae,Bombus,flavifrons,W,unknown,
6163,2017,17-Jul,198,,D,Little,Veratrum,PM,"Delphinium barbeyi","K. Brennan",Apidae,Bombus,flavifrons,Q,unknown,
6164,2017,17-Jul,198,,D,Little,Veratrum,PM,"Mertensia ciliata","K. Brennan",Apidae,Bombus,mixtus,W,unknown,
6165,2017,17-Jul,198,,D,Little,Veratrum,PM,"Mertensia ciliata","K. Brennan",Apidae,Bombus,mixtus,W,unknown,
6166,2017,17-Jul,198,,D,Little,Veratrum,PM,"Mertensia ciliata","K. Brennan",Apidae,Bombus,mixtus,W,unknown,
6167,2017,17-Jul,198,,D,Little,Veratrum,PM,"Mertensia ciliata","K. Brennan",Apidae,Bombus,flavifrons,W,unknown,
6168,2017,17-Jul,198,,D,Little,Veratrum,PM,"Mertensia ciliata","K. Brennan",Apidae,Bombus,flavifrons,W,unknown,
6169,2017,17-Jul,198,,D,Little,Veratrum,PM,"Mertensia ciliata","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6170,2017,17-Jul,198,,D,Little,Veratrum,PM,"Vicia americana","K. Brennan",Apidae,Bombus,appositus,W,unknown,
6171,2017,17-Jul,198,,D,Little,Veratrum,PM,"Vicia americana","K. Brennan",Apidae,Bombus,appositus,W,unknown,
6172,2017,17-Jul,198,,D,Little,Veratrum,PM,"Frasera speciosa","K. Brennan",Apidae,Bombus,mixtus,Q,unknown,
6173,2017,17-Jul,198,,D,Copper,Willow,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,balteatus,W,unknown,
6174,2017,17-Jul,198,,D,Copper,Willow,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6175,2017,17-Jul,198,,D,Copper,Willow,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,mixtus,Q,unknown,
6176,2017,17-Jul,198,,D,Copper,Willow,AM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,sylvicola,Q,unknown,
6177,2017,17-Jul,198,,D,Copper,Willow,AM,"Frasera speciosa","H. Rocha",Apidae,Bombus,balteatus,W,unknown,
6178,2017,17-Jul,198,,D,Copper,Willow,AM,"Frasera speciosa","H. Rocha",Apidae,Bombus,balteatus,W,unknown,
6179,2017,17-Jul,198,,D,Copper,Willow,AM,"Delphinium barbeyi","H. Rocha",Apidae,Bombus,flavifrons,Q,unknown,
6180,2017,17-Jul,198,,D,Copper,Willow,PM,"Delphinium barbeyi","H. Rocha",Apidae,Bombus,flavifrons,Q,unknown,
6181,2017,17-Jul,198,,D,Copper,Willow,PM,"Delphinium barbeyi","H. Rocha",Apidae,Bombus,flavifrons,Q,unknown,
6182,2017,17-Jul,198,,D,Copper,Willow,PM,"Delphinium barbeyi","H. Rocha",Apidae,Bombus,flavifrons,Q,unknown,
6183,2017,17-Jul,198,,D,Copper,Willow,PM,"Frasera speciosa","K. Brennan",Apidae,Bombus,flavifrons,W,unknown,
6184,2017,17-Jul,198,,D,Copper,Willow,PM,"Vicia americana","K. Brennan",Apidae,Bombus,flavifrons,Q,unknown,
6185,2017,17-Jul,198,,D,Copper,Willow,PM,"Delphinium barbeyi","K. Brennan",Apidae,Bombus,flavifrons,Q,unknown,
6186,2017,17-Jul,198,,D,Copper,Willow,PM,"Vicia americana","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6187,2017,17-Jul,198,,D,Copper,Willow,PM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6188,2017,17-Jul,198,,D,Copper,Willow,PM,"Frasera speciosa","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6189,2017,19-Jul,200,,B,Gothic,Willow,AM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6190,2017,19-Jul,200,,B,Gothic,Willow,AM,"Mertensia ciliata","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6191,2017,19-Jul,200,,B,Gothic,Willow,AM,"Delphinium barbeyi","H. Rocha",Apidae,Bombus,flavifrons,W,unknown,
6192,2017,19-Jul,200,,B,Gothic,Willow,AM,"Delphinium barbeyi","H. Rocha",Apidae,Bombus,appositus,W,unknown,
6193,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6194,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6195,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Helianthella quinquenervis","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6196,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Mertensia ciliata","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6197,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Mertensia ciliata","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6198,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Delphinium barbeyi","K. Brennan",Apidae,Bombus,flavifrons,W,unknown,
6199,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Delphinium barbeyi","K. Brennan",Apidae,Bombus,flavifrons,W,unknown,
6200,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Delphinium barbeyi","K. Brennan",Apidae,Bombus,appositus,W,unknown,
6201,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Delphinium barbeyi","K. Brennan",Apidae,Bombus,appositus,W,unknown,
6202,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Delphinium barbeyi","K. Brennan",Apidae,Bombus,appositus,W,unknown,
6203,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Aconitum columbianum","K. Brennan",Apidae,Bombus,flavifrons,W,unknown,
6204,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Helianthella quinquenervis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6205,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Delphinium barbeyi","K. Brennan",Apidae,Bombus,flavifrons,Q,unknown,
6206,2017,19-Jul,200,,B,Beaver,Veratrum,AM,"Helianthella quinquenervis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6207,2017,19-Jul,200,,B,Seans,Dry,AM,"Dugaldia hoopesii","K. Brennan",Apidae,Bombus,insularis,Q,unknown,
6208,2017,19-Jul,200,,B,Seans,Dry,AM,"Helianthella quinquenervis","K. Brennan",Apidae,Bombus,mixtus,W,unknown,
6209,2017,19-Jul,200,,B,Seans,Dry,AM,"Helianthella quinquenervis","H. Rocha",Apidae,Bombus,bifarius,Q,unknown,
6210,2017,19-Jul,200,,B,Seans,Dry,AM,"Dugaldia hoopesii","M. Stemkovski",Apidae,Bombus,insularis,Q,unknown,
6211,2017,19-Jul,200,,B,Seans,Dry,AM,"Dugaldia hoopesii","K. Brennan",Apidae,Bombus,insularis,W,unknown,
6212,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",AM,"Calochortus gunnisonii","R. Irwin",Apidae,Bombus,sylvicola,W,unknown,
6213,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",AM,"Eriogonum racemosum","R. Irwin",Apidae,Bombus,flavifrons,W,unknown,
6214,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",AM,"Eriogonum racemosum","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6215,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",AM,"Eriogonum racemosum","H. Rocha",Apidae,Bombus,occidentalis,W,unknown,
6216,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",AM,"Eriogonum racemosum","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6217,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",AM,"Lupinus argenteus","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6218,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",AM,"Eriogonum racemosum","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6219,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",AM,"Eriogonum racemosum","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6220,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",AM,"Eriogonum racemosum","R. Irwin",Apidae,Bombus,sylvicola,W,unknown,
6221,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",PM,"Eriogonum racemosum","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6222,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",PM,"Eriogonum racemosum","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6223,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",PM,"Eremogone congesta","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6224,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",PM,"Eriogonum racemosum","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6225,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",PM,"Eriogonum racemosum","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6226,2017,20-Jul,201,,"Elevation Transect",Lypps,"Elevation Transect",PM,"Eriogonum racemosum","R. Irwin",Apidae,Bombus,flavifrons,W,unknown,
6227,2017,20-Jul,201,,"Elevation Transect",CDOT,"Elevation Transect",AM,"Calochortus gunnisonii","M. Stemkovski",Apidae,Bombus,sylvicola,W,unknown,
6228,2017,20-Jul,201,,"Elevation Transect",CDOT,"Elevation Transect",AM,"Calochortus gunnisonii","M. Stemkovski",Apidae,Bombus,sylvicola,W,unknown,
6229,2017,20-Jul,201,,"Elevation Transect",CDOT,"Elevation Transect",AM,"Calochortus gunnisonii","M. Stemkovski",Apidae,Bombus,sylvicola,W,unknown,
6230,2017,20-Jul,201,,"Elevation Transect",CDOT,"Elevation Transect",AM,"Calochortus gunnisonii","M. Stemkovski",Apidae,Bombus,sylvicola,W,unknown,
6231,2017,20-Jul,201,,"Elevation Transect",CDOT,"Elevation Transect",AM,"Calochortus gunnisonii","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6232,2017,20-Jul,201,,"Elevation Transect",CDOT,"Elevation Transect",AM,"Calochortus gunnisonii","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6233,2017,20-Jul,201,,"Elevation Transect",CDOT,"Elevation Transect",AM,"Eriogonum racemosum","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6234,2017,20-Jul,201,,"Elevation Transect",CDOT,"Elevation Transect",AM,"Eriogonum racemosum","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6235,2017,20-Jul,201,,"Elevation Transect",CDOT,"Elevation Transect",AM,"Calochortus gunnisonii","H. Rocha",Apidae,Bombus,sylvicola,W,unknown,
6236,2017,20-Jul,201,,"Elevation Transect",CDOT,"Elevation Transect",AM,"Eriogonum racemosum","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6237,2017,20-Jul,201,,"Elevation Transect",CDOT,"Elevation Transect",PM,"Eriogonum racemosum","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6238,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",AM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6239,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",AM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6240,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",AM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6241,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",AM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6242,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",AM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6243,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",AM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6244,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",AM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6245,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",AM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,flavifrons,Q,unknown,
6246,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",AM,"Helianthella quinquenervis","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6247,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",AM,"Helianthella quinquenervis","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6248,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",AM,"Ligularia bigelovii","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6249,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6250,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6251,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6252,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6253,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6254,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,appositus,W,unknown,
6255,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,sylvicola,W,unknown,
6256,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6257,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Solidago multiradiata","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6258,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6259,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6260,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6261,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6262,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6263,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6264,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6265,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6266,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Solidago multiradiata","M. Stemkovski",Apidae,Bombus,bifarius,W,unknown,
6267,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,bifarius,Q,unknown,
6268,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Delphinium barbeyi","M. Stemkovski",Apidae,Bombus,flavifrons,W,unknown,
6269,2017,27-Jul,208,,"Elevation Transect",Rustlers,"Elevation Transect",PM,"Potentilla pulcherrima","M. Stemkovski",Apidae,Bombus,rufocinctus,W,unknown,
6270,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Delphinium barbeyi","H. Rocha",Apidae,Bombus,appositus,W,unknown,
6271,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6272,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6273,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6274,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6275,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6276,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6277,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Helianthella quinquenervis","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6278,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Helianthella quinquenervis","H. Rocha",Apidae,Bombus,bifarius,W,unknown,
6279,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6280,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6281,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6282,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6283,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6284,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6285,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6286,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6287,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6288,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6289,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6290,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6291,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6292,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6293,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,bifarius,W,unknown,
6294,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","K. Brennan",Apidae,Bombus,fervidus,W,unknown,
6295,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6296,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6297,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6298,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6299,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6300,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6301,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","R. Irwin",Apidae,Bombus,bifarius,W,unknown,
6302,2017,27-Jul,208,,A,Tuttle,Veratrum,AM,"Wyethia amplexicaulis","R. Irwin",Apidae,Bombus,bifarius,M,unknown,
