year,date_sampled,site,block,doy,times_sampled,habitat_type,bowls_down,bowls_up,bowl_time,start_am,am_nettime_hrs,am_netters,start_pm,pm_nettime_hrs,pm_netters,total_time,high_temp,wind,cloud_cover,precip,notes
2012,23-Aug,Almont,"Weather station",236,,"Weather Station",10:30,16:15,5:45,10:35,1,"R. Brennan",15:10,1,"R. Brennan",2,,,,,
2012,27-Aug,Beaver,B,240,,Veratrum,9:35,14:25,4:50,9:35,1,"R. Brennan, DC",13:45,1,"R. Brennan, DC",2,,,,,
2012,27-Aug,Gothic,B,240,,Willow,10:25,15:20,4:55,10:25,1,"R. Brennan, DC",14:40,1,"R. Brennan, DC",2,,,,,
2012,27-Aug,Seans,B,240,,Dry,11:20,16:30,5:10,11:20,1,"R. Brennan, DC",15:45,1,"R. Brennan, DC",2,,,,,
2013,05-May,Almont,"Weather station",125,1,"Weather Station",9:55,14:30,4:35,9:55,0.5,"Z. Gezon",13:50,0.5,"Z. Gezon",1,,,,,
2013,18-May,Almont,"Weather station",138,2,"Weather Station",10:27,14:48,4:21,10:27,1,"Z. Gezon",13:11,1,"Z. Gezon",2,,,,,
2013,04-Jun,Tuttle,A,155,1,Veratrum,8:25,14:44,6:19,8:26,1,"Z. Gezon, J. Andicoechea, N. Hass",14:00,1,"Z. Gezon, J. Andicoechea",2,,,,,
2013,04-Jun,Willey,A,155,1,Willow,9:18,15:37,6:19,9:18,1,"Z. Gezon, J. Andicoechea, N. Hass",14:48,1,"Z. Gezon, J. Andicoechea",2,,,,,
2013,04-Jun,Davids,A,155,1,Dry,10:25,16:35,6:10,10:26,1,"Z. Gezon, J. Andicoechea, N. Hass",15:52,1,"Z. Gezon, J. Andicoechea",2,,,,,
2013,05-Jun,Almont,"Weather station",156,3,"Weather Station",11:07,15:50,4:43,11:08,1,"Z. Gezon, J. Andicoechea",15:00,1,"Z. Gezon, J. Andicoechea",2,,,,,
2013,10-Jun,"Kettle Ponds","Weather station",161,1,"Weather Station",8:52,15:30,6:38,8:55,1,"J. Andicoechea, A. Ochs",14:53,1,"J. Andicoechea, A. Ochs",2,,,,,
2013,11-Jun,Snodgrass,"Weather station",162,1,"Weather Station",10:30,14:55,4:25,10:55,1,"J. Andicoechea, A. Ochs",13:30,1,"J. Andicoechea, A. Ochs",2,,,,,
2013,12-Jun,Hill,D,163,1,Dry,8:47,15:46,6:59,9:14,1,"J. Andicoechea, A. Ochs",15:14,1,"R. Shearer, J. Andicoechea, A. Ochs",2,,,,,
2013,12-Jun,Copper,D,163,1,Willow,9:50,16:26,6:36,10:05,1,"J. Andicoechea, A. Ochs",15:36,1,"J. Andicoechea, A. Ochs",2,,,,,
2013,12-Jun,Little,D,163,1,Veratrum,10:40,16:51,6:11,10:49,1,"J. Andicoechea, A. Ochs",16:35,1,"J. Andicoechea, A. Ochs",2,,,,,
2013,13-Jun,Beaver,B,164,1,Veratrum,8:36,14:25,5:49,8:56,1,"A. Ochs, J. Andicoechea, R. Shearer",13:58,1,"A. Ochs, J. Andicoechea, R. Shearer",2,,,,,
2013,13-Jun,Gothic,B,164,1,Willow,9:28,15:01,5:33,9:53,1,"A. Ochs, J. Andicoechea, R. Shearer",14:34,1,"A. Ochs, J. Andicoechea, R. Shearer",2,,,,,
2013,13-Jun,Seans,B,164,1,Dry,10:31,16:00,5:29,11:03,1,"A. Ochs, J. Andicoechea, R. Shearer",15:35,1,"A. Ochs, J. Andicoechea, R. Shearer",2,,,,,
2013,17-Jun,Tuttle,A,168,2,Veratrum,8:20,13:53,5:33,8:27,1,"J. Andicoechea, A. Ochs",13:22,1,"J. Andicoechea, A. Ochs",2,,,,,
2013,17-Jun,Willey,A,168,2,Willow,8:59,14:05,5:06,9:07,1,"J. Andicoechea, A. Ochs",12:48,1,"J. Andicoechea, A. Ochs",2,,,,,
2013,17-Jun,Davids,A,168,2,Dry,9:57,15:05,5:08,9:57,1,"J. Andicoechea, A. Ochs",14:30,1,"J. Andicoechea, A. Ochs",2,,,,,
2013,18-Jun,Almont,"Weather station",169,4,"Weather Station",9:19,15:35,6:16,9:30,1,"J. Andicoechea, A. Ochs",14:30,1,"A. Ochs",2,,,,,
2013,21-Jun,"Mexican Cut","Weather station",172,1,"Weather Station",9:50,16:12,6:22,9:53,1,"R. Shearer, J. Andicoechea, Z. Gezon, M. Combs",15:02,1,"J. Andicoechea",2,,,,,
2013,24-Jun,Snodgrass,"Weather station",175,2,"Weather Station",9:06,15:37,6:31,9:25,1,"J. Andicoechea",14:49,1,"J. Andicoechea",2,,,,,
2013,24-Jun,"Kettle Ponds","Weather station",175,2,"Weather Station",9:00,15:28,6:28,9:10,1,"A. Ochs, R. Shearer",14:20,1,"A. Ochs, R. Shearer",2,,,,,
2013,25-Jun,Beaver,B,176,2,Veratrum,8:37,14:15,5:38,8:47,1,"A. Ochs, J. Andicoechea",13:04,1,"A. Ochs, J. Andicoechea",2,,,,,
2013,25-Jun,Gothic,B,176,2,Willow,9:34,14:08,4:34,9:41,1,"A. Ochs, J. Andicoechea",13:45,1,"A. Ochs, J. Andicoechea",2,,,,,
2013,25-Jun,Seans,B,176,2,Dry,10:39,15:49,5:10,10:48,1,"A. Ochs, J. Andicoechea",14:45,1,"A. Ochs, J. Andicoechea",2,,,,,
2013,27-Jun,Hill,D,178,2,Dry,8:40,15:54,7:14,11:28,1,"A. Ochs",12:45,1,"A. Ochs",2,,,,,
2013,27-Jun,Little,D,178,2,Veratrum,9:00,15:40,6:40,10:27,1,"A. Ochs",13:45,1,"J. Andicoechea, A. Ochs",2,,,,,
2013,27-Jun,Copper,D,178,2,Willow,9:15,15:30,6:15,9:25,1,"A. Ochs",14:50,1,"J. Andicoechea, A. Ochs",2,,,,,
2013,01-Jul,Tuttle,A,182,3,Veratrum,8:11,14:35,6:24,8:26,1,"C. Phillips, A. Ochs, J. Andicoechea",13:35,1,"C. Phillips, A. Ochs, J. Andicoechea",2,,,,,
2013,01-Jul,Willey,A,182,3,Willow,8:54,14:45,5:51,9:13,1,"C. Phillips, A. Ochs, J. Andicoechea",12:32,1,"C. Phillips, A. Ochs, J. Andicoechea",2,,,,,
2013,01-Jul,Davids,A,182,3,Dry,9:51,15:55,6:04,10:00,1,"C. Phillips, A. Ochs, J. Andicoechea",14:55,1,"C. Phillips, A. Ochs, J. Andicoechea",2,,,,,
2013,02-Jul,"Mexican Cut","Weather station",183,2,"Weather Station",9:07,14:35,5:28,9:18,1,"C. Phillips, A. Ochs, J. Andicoechea",14:08,1,"C. Phillips, A. Ochs, J. Andicoechea",2,,,,,
2013,05-Jul,Almont,"Weather station",186,5,"Weather Station",9:36,15:22,5:46,9:57,1,"J. Andicoechea",14:01,1,"J. Andicoechea",2,,,,,
2013,15-Jul,"Kettle Ponds","Weather station",196,3,"Weather Station",9:32,13:45,4:13,9:48,1,"J. Andicoechea",NA,0,NA,1,,,,,"Afternoon netting not carried out because it was drizzling (and eventually thundersorming)"
2013,16-Jul,Snodgrass,"Weather station",197,3,"Weather Station",9:48,12:55,3:07,10:05,1,"J. Andicoechea",NA,0,NA,1,,,,,"Afternoon netting not carried out because of approaching thunderstorm"
2013,19-Jul,Beaver,B,200,3,Veratrum,10:30,13:28,2:58,10:55,1,"R. Irwin, J. Andicoechea",NA,0,NA,1,,,,,"Afternoon netting not carried out because of approaching thunderstorm"
2013,19-Jul,Gothic,B,200,3,Willow,9:52,13:09,3:17,11:40,1,"R. Irwin, J. Andicoechea",NA,0,NA,1,,,,,"Afternoon netting not carried out because of approaching thunderstorm"
2013,19-Jul,Seans,B,200,3,Dry,8:18,13:00,4:42,8:43,1,"J. Andicoechea",12:48,0.3,"R. Irwin",1.3,,,,,
2013,22-Jul,Hill,D,203,3,Dry,8:40,14:30,5:50,11:13,1,"A. Ochs",12:45,1,"A. Ochs, J. Andicoechea",2,,,,,
2013,22-Jul,Little,D,203,3,Veratrum,8:53,14:50,5:57,10:12,1,"A. Ochs",13:17,1,"A. Ochs, J. Andicoechea",2,,,,,
2013,22-Jul,Copper,D,203,3,Willow,9:03,15:10,6:07,9:10,1,"A. Ochs",13:50,1,"A. Ochs, J. Andicoechea",2,,,,,
2013,23-Jul,Tuttle,A,204,4,Veratrum,8:19,14:12,5:53,8:20,1,"A. Ochs",13:33,1,"A. Ochs, J. Andicoechea",2,,,,,
2013,23-Jul,Willey,A,204,4,Willow,9:26,14:53,5:27,9:26,1,"A. Ochs",14:14,1,"A. Ochs, J. Andicoechea",2,,,,,
2013,23-Jul,Davids,A,204,4,Dry,10:35,15:58,5:23,10:44,1,"A. Ochs, J. Andicoechea",15:10,1,"A. Ochs, J. Andicoechea",2,,,,,
2013,24-Jul,Almont,"Weather station",205,6,"Weather Station",9:03,14:00,4:57,9:10,1,"A. Ochs",NA,0,NA,1,,,,,"Afternoon netting not carried out because of approaching thunderstorm"
2013,26-Jul,"Mexican Cut","Weather station",207,3,"Weather Station",9:28,14:02,4:34,9:55,1,"J. Andicoechea, M. Combs",12:38,1,"J. Andicoechea, M. Combs",2,,,,,
2013,31-Jul,Beaver,B,212,4,Veratrum,8:20,12:58,4:38,8:35,1,"A. Ochs",12:32,1,"J. Andicoechea, A. Ochs",2,,,,,
2013,31-Jul,Gothic,B,212,4,Willow,9:41,13:45,4:04,9:54,0.5,"A. Ochs",13:12,1,"J. Andicoechea, A. Ochs",1.5,,,,,
2013,31-Jul,Seans,B,212,4,Dry,10:45,14:48,4:03,10:56,1,"J. Andicoechea, A. Ochs",14:05,1,"J. Andicoechea, A. Ochs",2,,,,,
2013,02-Aug,Snodgrass,"Weather station",214,4,"Weather Station",9:02,15:54,6:52,10:05,1,"J. Andicoechea",14:36,1,"J. Andicoechea",2,,,,,
2013,05-Aug,Tuttle,A,217,5,Veratrum,8:18,12:35,4:17,8:28,1,"A. Ochs, J. Andicoechea",NA,0,NA,1,,,,,"Afternoon netting not carried out because of approaching thunderstorm"
2013,05-Aug,Willey,A,217,5,Willow,9:00,12:45,3:45,9:08,1,"A. Ochs, J. Andicoechea",NA,0,NA,1,,,,,"Afternoon netting not carried out because of approaching thunderstorm"
2013,05-Aug,Davids,A,217,5,Dry,9:55,12:46,2:51,10:04,1,"A. Ochs, J. Andicoechea",NA,0,NA,1,,,,,"Afternoon netting not carried out because of approaching thunderstorm"
2013,06-Aug,Almont,"Weather station",218,7,"Weather Station",9:38,14:34,4:56,9:15,1,"A. Ochs, J. Andicoechea",14:11,0.67,"J. Andicoechea, A. Ochs",1.67,,,,,
2013,14-Aug,Copper,D,226,4,Willow,9:15,13:45,4:30,10:07,1,"G. Pardee, J. Andicoechea",NA,0,NA,1,,,,,"Afternoon netting not carried out because of approaching thunderstorm"
2013,14-Aug,Little,D,226,4,Veratrum,9:34,13:23,3:49,11:00,1,"G. Pardee, J. Andicoechea",NA,0,NA,1,,,,,"Afternoon netting not carried out because of approaching thunderstorm"
2013,14-Aug,Hill,D,226,4,Dry,9:45,13:45,4:00,11:36,1,"G. Pardee, J. Andicoechea",12:41,1,"G. Pardee, J. Andicoechea",2,,,,,"25 bowls -- missing two yellow, two white and one blue"
2013,15-Aug,"Mexican Cut","Weather station",227,4,"Weather Station",11:08,13:50,2:42,11:41,1,"R. Irwin, G. Pardee",13:15,1,"R. Irwin, G. Pardee",2,,,,,"Intermittent rain"
2013,16-Aug,Seans,B,228,5,Dry,8:39,15:01,6:22,8:45,1,"G. Pardee, J. Andicoechea",14:28,0.5,"J. Andicoechea",1.5,,,,,
2013,16-Aug,Gothic,B,228,5,Willow,9:29,15:52,6:23,9:39,1,"G. Pardee, J. Andicoechea",15:19,0.5,"J. Andicoechea",1.5,,,,,
2013,16-Aug,Beaver,B,228,5,Veratrum,10:11,16:42,6:31,10:19,1,"G. Pardee, J. Andicoechea",16:04,0.5,"J. Andicoechea",1.5,,,,,
2013,18-Aug,Snodgrass,"Weather station",230,5,"Weather Station",9:57,12:48,2:51,10:15,1,"J. Andicoechea",NA,0,NA,1,,,,,"Afternoon netting not carried out because of approaching thunderstorm"
2013,19-Aug,Almont,"Weather station",231,8,"Weather Station",10:45,15:30,4:45,11:30,1,"R. Irwin",14:30,1,"R. Irwin",2,,,,,"28 bowls -- missing one yellow and one white"
2013,19-Aug,Tuttle,A,231,6,Veratrum,9:55,13:55,4:00,10:02,1,"G. Pardee, J. Andicoechea",13:35,1,"G. Pardee, J. Andicoechea",2,,,,,
2013,19-Aug,Willey,A,231,6,Willow,10:35,14:40,4:05,10:42,1,"G. Pardee, J. Andicoechea",14:46,0.25,"G. Pardee, J. Andicoechea",1.25,,,,,"Rainstorms approaching"
2013,19-Aug,Davids,A,231,6,Dry,11:30,15:05,3:35,11:45,1,"G. Pardee, J. Andicoechea",NA,0,NA,1,,,,,"Afternoon netting not carried out because of approaching thunderstorm"
2014,02-Jun,Almont,"Weather station",153,1,"Weather Station",9:05,15:10,6:05,9:48,1,"J. Andicoechea, E. Graber",14:33,1,"J. Andicoechea, E. Graber",2,,,,,
2014,03-Jun,Davids,A,154,1,Dry,9:35,14:55,5:20,9:51,1,"A. Ochs, J. Andicoechea, E. Graber",14:20,1,"A. Ochs, J. Andicoechea, E. Graber",2,,,,,
2014,03-Jun,Willey,A,154,1,Willow,8:53,14:05,5:12,8:59,1,"A. Ochs, J. Andicoechea, E. Graber",13:40,1,"A. Ochs, J. Andicoechea, E. Graber",2,,,,,
2014,03-Jun,Tuttle,A,154,1,Veratrum,8:15,13:30,5:15,8:25,1,"A. Ochs, J. Andicoechea, E. Graber",13:06,1,"A. Ochs, J. Andicoechea, E. Graber",2,,,,,
2014,04-Jun,Snodgrass,"Weather station",155,1,"Weather Station",9:41,15:20,5:39,9:42,1,"E. Graber, A. Ochs",14:33,1,"E. Graber, A. Ochs",2,,,,,
2014,04-Jun,"Kettle Ponds","Weather station",155,1,"Weather Station",9:02,14:46,5:44,9:27,1,"J. Andicoechea",13:15,1,"J. Andicoechea",2,,,,,
2014,05-Jun,Seans,B,156,1,Dry,8:32,13:42,5:10,8:40,1,"A. Ochs, J. Andicoechea, E. Graber",13:20,1,"A. Ochs, J. Andicoechea, E. Graber",2,,,,,
2014,05-Jun,Beaver,B,156,0,Veratrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,"Not sampled because of river"
2014,05-Jun,Gothic,B,156,0,Willow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,"Not sampled because of river"
2014,06-Jun,Hill,D,157,1,Dry,8:32,14:35,6:03,8:45,1,"A. Ochs, J. Andicoechea, E. Graber",13:06,1,"J. Andicoechea",2,,,,,
2014,06-Jun,Copper,D,157,1,Willow,9:14,15:02,5:48,9:20,1,"A. Ochs, J. Andicoechea, E. Graber",12:00,1,"J. Andicoechea",2,,,,,
2014,06-Jun,Little,D,157,0,Veratrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,"Not sampled because of snow"
2014,13-Jun,Davids,A,164,2,Dry,10:25,16:10,5:45,10:27,1,"G. Paton, E. Graber",16:19,1,"G. Paton, E. Graber",2,,,,,
2014,13-Jun,Willey,A,164,2,Willow,8:45,15:10,6:25,8:45,1,"G. Paton, E. Graber",14:34,1,"A. Oestmann, E. Graber, A. Ochs",2,,,,,
2014,13-Jun,Tuttle,A,164,2,Veratrum,9:27,15:39,6:12,9:28,1,"G. Paton, E. Graber",15:13,1,"G. Paton, E. Graber",2,,,,,
2014,13-Jun,Almont,"Weather station",164,2,"Weather Station",9:02,14:46,5:44,9:40,1,"A. Ochs",14:05,1,"A. Ochs",2,,,,,
2014,16-Jun,Snodgrass,"Weather station",167,2,"Weather Station",9:10,14:40,5:30,9:12,1,"G. Paton, E. Graber, A. Ochs",14:12,1,"G. Paton, E. Graber, A. Ochs",2,,,,,
2014,16-Jun,"Kettle Ponds","Weather station",167,2,"Weather Station",11:00,16:30,5:30,11:03,1,"A. Ochs, G. Paton, E. Graber",15:45,1,"E. Graber, G. Paton",2,,,,,
2014,17-Jun,Seans,B,168,2,Dry,8:35,14:19,5:44,8:30,1,"G. Paton, A. Oestmann, E. Graber, A. Ochs",13:48,1,"G. Paton, A. Oestmann, E. Graber, A. Ochs",2,,,,,
2014,17-Jun,Beaver,B,168,1,Veratrum,9:27,15:07,5:40,9:15,1,"G. Paton, A. Oestmann",14:36,1,"G. Paton, A. Oestmann",2,,,,,
2014,17-Jun,Gothic,B,168,1,Willow,10:05,15:38,5:33,9:55,1,"G. Paton, A. Oestmann",15:11,1,"G. Paton, A. Oestmann",2,,,,,
2014,18-Jun,Hill,D,169,2,Dry,8:53,13:34,4:41,11:35,1,"A. Ochs, E. Graber",NA,0,NA,1,,,,,"Rain in PM"
2014,18-Jun,Copper,D,169,2,Willow,9:23,13:52,4:29,10:04,1,"A. Ochs, E. Graber",12:41,1,"A. Ochs, E. Graber",2,,,,,
2014,18-Jun,Little,D,169,1,Veratrum,9:08,13:36,4:28,10:50,1,"A. Ochs, E. Graber",13:15,1,"A. Ochs, E. Graber",2,,,,,
2014,26-Jun,Almont,"Weather station",177,3,"Weather Station",9:08,15:05,5:57,9:35,1,"A. Ochs",14:00,1,"A. Ochs",2,,,,,
2014,30-Jun,Willey,A,181,3,Willow,8:25,14:45,6:20,8:27,1,"S. White, A. Oestmann",13:50,1,"S. White, A. Oestmann",2,,,,,
2014,30-Jun,Tuttle,A,181,3,Veratrum,9:20,15:30,6:10,9:10,1,"S. White, A. Oestmann",14:50,1,"E. Graber, S. White",2,,,,,
2014,30-Jun,Davids,A,181,3,Dry,10:07,16:20,6:13,10:02,1,"A. Oestmann, S. White",16:00,1,"S. White, A. Oestmann",2,,,,,
2014,01-Jul,"Kettle Ponds","Weather station",182,3,"Weather Station",11:06,17:03,5:57,11:00,1,"E. Graber, A. Ochs, S. White",16:26,1,"E. Graber, A. Ochs, S. White",2,,,,,
2014,01-Jul,Snodgrass,"Weather station",182,3,"Weather Station",9:25,15:09,5:44,9:15,1,"S. White, A. Ochs",14:06,1,"E. Graber, S. White, A. Ochs",2,,,,,
2014,02-Jul,Seans,B,183,3,Dry,8:20,14:30,6:10,8:15,1,"S. White, A. Oestmann",14:01,1,"E. Graber, A. Oestmann, S. White",2,,,,,
2014,02-Jul,Gothic,B,183,2,Willow,10:02,16:15,6:13,10:04,1,"S. White, A. Oestmann",15:45,1,"E. Graber, S. White",2,,,,,
2014,02-Jul,Beaver,B,183,2,Veratrum,9:24,15:30,6:06,9:13,1,"S. White, A. Oestmann",15:00,1,"S. White, A. Oestmann",2,,,,,
2014,03-Jul,Hill,D,184,3,Dry,9:02,15:15,6:13,9:00,1,"A. Oestmann, S. White",NA,0,NA,1,,,,,"Rain in PM"
2014,03-Jul,Little,D,184,2,Veratrum,9:45,14:53,5:08,9:43,1,"A. Oestmann, S. White",NA,0,NA,1,,,,,"Rain in PM"
2014,03-Jul,Copper,D,184,3,Willow,10:20,14:30,4:10,10:20,1,"A. Oestmann, S. White",NA,0,NA,1,,,,,"Rain in PM"
2014,11-Jul,"Mexican Cut","Weather station",192,1,"Weather Station",10:40,12:00,1:20,10:31,1,"A. Oestmann",NA,0,NA,1,,,,,"Rain in PM"
2014,13-Jul,Willey,A,194,4,Willow,8:44,14:58,6:14,8:35,1,"A. Oestmann",13:15,1,"A. Oestmann, E. Graber",2,,,,,
2014,13-Jul,Davids,A,194,4,Dry,9:35,16:00,6:25,10:15,1,"A. Oestmann, E. Graber",NA,0,NA,1,,,,,"Rain in PM"
2014,13-Jul,Tuttle,A,194,4,Veratrum,9:00,15:10,6:10,9:37,1,"A. Oestmann",15:00,0.75,"E. Graber",1.75,,,,,"Rain in PM"
2014,14-Jul,Snodgrass,"Weather station",195,4,"Weather Station",9:20,15:30,6:10,9:20,1,"S. White, E. Graber",14:45,1,"S. White, E. Graber",2,,,,,
2014,15-Jul,Gothic,B,196,3,Willow,10:10,15:45,5:35,10:10,1,"S. White",NA,0,NA,1,,,,,"Rain in PM"
2014,15-Jul,Seans,B,196,4,Dry,8:35,14:35,6:00,8:25,1,"S. White, A. Oestmann",13:58,1,"S. White, A. Oestmann, E. Graber",2,,,,,
2014,15-Jul,Beaver,B,196,3,Veratrum,9:50,15:25,5:35,9:25,1,"S. White",15:11,1,"S. White, E. Graber",2,,,,,
2014,16-Jul,Copper,D,197,4,Willow,9:50,16:00,6:10,9:45,1,"A. Oestmann, E. Graber",NA,0,NA,1,,,,,"Rain in PM"
2014,16-Jul,Little,D,197,3,Veratrum,9:15,15:45,6:30,10:45,1,"E. Graber, A. Oestmann",NA,0,NA,1,,,,,"Rain in PM"
2014,16-Jul,Hill,D,197,4,Dry,9:00,15:25,6:25,8:48,1,"A. Oestmann",14:15,1,"A. Oestmann",2,,,,,
2014,17-Jul,"Kettle Ponds","Weather station",198,4,"Weather Station",8:45,14:55,6:10,8:45,1,"E. Graber",15:20,1,"E. Graber",2,,,,,
2014,18-Jul,Almont,"Weather station",199,4,"Weather Station",9:20,15:30,6:10,9:20,1,"A. Ochs",14:30,1,"A. Ochs",2,,,,,
2014,26-Jul,"Mexican Cut","Weather station",207,2,"Weather Station",9:30,14:40,5:10,9:30,1,"E. Graber",NA,0,NA,1,,,,,"Rain in PM"
2014,28-Jul,Snodgrass,"Weather station",209,5,"Weather Station",9:30,15:10,5:40,9:30,1,"E. Graber",14:08,0.5,"E. Graber",1.5,,,,,"Rain in PM"
2014,30-Jul,"Kettle Ponds","Weather station",211,5,"Weather Station",8:45,14:45,6:00,8:45,1,"E. Graber",13:50,1,"E. Graber",2,,,,,
2014,31-Jul,Seans,B,212,5,Dry,8:30,15:00,6:30,8:30,1,"E. Graber, A. Oestmann",14:00,1,"E. Graber, A. Oestmann",2,,,,,
2014,31-Jul,Gothic,B,212,4,Willow,10:25,16:40,6:15,11:35,1,"E. Graber, A. Oestmann",16:40,1,"E. Graber, A. Oestmann",2,,,,,
2014,31-Jul,Beaver,B,212,4,Veratrum,10:15,16:16,6:01,10:07,1,"E. Graber, A. Oestmann",15:25,1,"E. Graber, A. Oestmann",2,,,,,
2014,06-Aug,Little,D,218,4,Veratrum,9:15,16:35,7:20,10:27,1,"E. Graber, A. Ochs",14:38,1,"E. Graber, A. Ochs",2,,,,,
2014,06-Aug,Hill,D,218,5,Dry,9:07,16:06,6:59,9:00,1,"E. Graber, A. Ochs",15:11,1,"E. Graber, A. Ochs",2,,,,,
2014,06-Aug,Copper,D,218,5,Willow,9:30,16:55,7:25,11:40,1,"E. Graber, A. Ochs",14:00,1,"E. Graber, A. Ochs",2,,,,,
2014,07-Aug,Snodgrass,"Weather station",219,6,"Weather Station",9:15,15:24,6:09,9:15,1,"E. Graber",14:20,1,"E. Graber",2,,,,,
2014,07-Aug,Almont,"Weather station",219,5,"Weather Station",8:33,14:25,5:52,8:50,1,"A. Ochs",13:06,1,"A. Ochs",2,,,,,
2014,08-Aug,Tuttle,A,220,5,Veratrum,9:10,14:45,5:35,9:02,1,"A. Ochs, E. Graber",14:07,1,"A. Ochs, E. Graber",2,,,,,
2014,08-Aug,Willey,A,220,5,Willow,8:30,14:04,5:34,8:25,1,"A. Ochs, E. Graber",13:15,1,"A. Ochs, E. Graber",2,,,,,
2014,08-Aug,Davids,A,220,5,Dry,10:13,15:50,5:37,10:07,1,"A. Ochs, E. Graber",15:09,1,"A. Ochs, E. Graber",2,,,,,
2014,11-Aug,Seans,B,223,6,Dry,9:38,16:00,6:22,9:38,0.5,"E. Graber",14:50,0.5,"E. Graber",1,,,,,
2014,11-Aug,Beaver,B,223,5,Veratrum,10:35,16:40,6:05,11:40,0.5,"E. Graber",17:50,0.5,"E. Graber",1,,,,,
2014,11-Aug,Gothic,B,223,5,Willow,10:55,17:15,6:20,10:55,0.5,"E. Graber",17:15,0.5,"E. Graber",1,,,,,
2014,13-Aug,"Mexican Cut","Weather station",225,3,"Weather Station",9:45,15:20,5:35,9:45,1,"E. Graber",14:00,1,"E. Graber",2,,,,,
2015,29-Apr,Almont,"Weather station",119,1,"Weather Station",9:45,15:30,5:45,10:30,1,"S. Griffin, G. Pardee",14:36,1,"S. Griffin, G. Pardee",2,,,,,
2015,11-May,Almont,"Weather station",131,2,"Weather Station",9:45,15:45,6:00,11:00,1,"S. Griffin",14:00,1,"S. Griffin",2,,,,,
2015,12-May,"Almont Triangle","Elevation transect",132,1,"Elevation transect",9:00,15:00,6:00,10:47,1,"S. Griffin",13:26,1,"S. Griffin",2,,,,,
2015,18-May,CDOT,"Elevation transect",138,1,"Elevation transect",9:40,16:45,7:05,10:00,1,"S. Griffin",14:24,1,"S. Griffin",2,,,,,
2015,18-May,"Upper Almont","Elevation transect",138,1,"Elevation transect",8:50,10:45,25:55,12:04,1,"S. Griffin",NA,0,NA,1,,,,,"Thunderstorms prevented second netting session and pickup of bowls. Bowls were collected next day (5/19/2015)."
2015,20-May,Davids,A,140,1,Dry,8:37,16:45,8:08,12:04,1,"S. Griffin",16:11,1,"S. Griffin, G. Pardee",2,,,,,
2015,20-May,Tuttle,A,140,1,Veratrum,9:10,17:20,8:10,10:34,1,"S. Griffin",14:47,1,"S. Griffin",2,,,,,
2015,20-May,Willey,A,140,1,Willow,8:55,17:05,8:10,10:00,1,"S. Griffin, G. Pardee",13:40,1,"S. Griffin",2,,,,,
2015,26-May,Beaver,B,146,1,Veratrum,9:12,15:45,6:33,9:40,1,"S. Griffin",14:04,1,"S. Griffin, G. Pardee",2,,,,,
2015,26-May,Gothic,B,146,1,Willow,8:46,15:22,6:36,10:45,1,"S. Griffin",14:49,1,"S. Griffin, G. Pardee",2,,,,,
2015,26-May,Seans,B,146,1,Dry,8:27,16:18,7:51,11:58,0.57,"S. Griffin",15:40,0.73,"S. Griffin, G. Pardee",1.3,,,,,"Rain throughout day, meaning that sampling periods could not be completed"
2015,27-May,"Upper Almont","Elevation transect",147,2,"Elevation transect",9:17,14:01,4:44,9:43,1,"S. Griffin",NA,0,NA,1,,,,,"Rained in the PM, so had to collect traps early and not sample second period"
2015,27-May,Almont,"Weather station",147,3,"Elevation transect",8:37,14:40,6:03,11:17,0.67,"S. Griffin",NA,0,NA,0.67,,,,,"Rained, so could not finish first sampling period or any of second sample period"
2015,29-May,"Almont Triangle","Elevation transect",149,2,"Elevation transect",8:57,16:21,7:24,9:38,1,"S. Griffin",13:13,1,"S. Griffin",2,,,,,
2015,29-May,CDOT,"Elevation transect",149,2,"Elevation transect",8:34,15:48,7:14,11:06,1,"S. Griffin",14:38,1,"S. Griffin",2,,,,,
2015,02-Jun,Copper,D,153,1,Willow,9:16,17:26,8:10,11:38,1,"S. Griffin",15:03,1,"S. Griffin",2,,,,,
2015,02-Jun,Hill,D,153,1,Dry,8:55,17:10,8:15,12:48,1,"S. Griffin",16:08,1,"S. Griffin",2,,,,,
2015,02-Jun,Little,D,153,1,Veratrum,9:32,17:40,8:08,10:23,1,"S. Griffin",13:52,1,"S. Griffin",2,,,,,"Had to set up transect, so started sampling late"
2015,03-Jun,Rustlers,"Elevation transect",154,1,"Elevation transect",10:32,15:30,4:58,11:03,1,"S. Griffin",13:40,1,"S. Griffin",2,,,,,
2015,04-Jun,Davids,A,155,2,Dry,9:10,18:22,9:12,9:30,1,"S. Griffin",14:07,1,"S. Griffin",2,,,,,
2015,04-Jun,Tuttle,A,155,2,Veratrum,8:48,17:40,8:52,12:30,1,"S. Griffin",16:37,1,"S. Griffin",2,,,,,
2015,04-Jun,Willey,A,155,2,Willow,8:35,17:55,9:20,11:10,1,"S. Griffin",15:28,1,"S. Griffin",2,,,,,
2015,08-Jun,Almont,"Weather station",159,4,"Weather Station",8:30,16:33,8:03,11:32,1,"S. Griffin",15:12,1,"S. Griffin",2,,,,,
2015,08-Jun,"Upper Almont","Elevation transect",159,3,"Elevation transect",9:20,17:29,8:09,10:04,1,"S. Griffin",13:23,1,"S. Griffin",2,,,,,
