"site","year","species","sex","date","ab","site","year","species","sex"
"Tuttle",2010,"Lasioglossum sedi","F",2010-08-02,0,"Tuttle",2010,"Lasioglossum sedi","F"
"Tuttle",2010,"Lasioglossum sedi","F",2010-08-16,0,"Tuttle",2010,"Lasioglossum sedi","F"
"Tuttle",2010,"Lasioglossum sedi","F",2010-08-29,0,"Tuttle",2010,"Lasioglossum sedi","F"
"Tuttle",2010,"Lasioglossum ruidosense","F",2010-06-21,2,"Tuttle",2010,"Lasioglossum ruidosense","F"
"Tuttle",2010,"Lasioglossum ruidosense","F",2010-07-05,0,"Tuttle",2010,"Lasioglossum ruidosense","F"
"Tuttle",2010,"Lasioglossum ruidosense","F",2010-07-19,0,"Tuttle",2010,"Lasioglossum ruidosense","F"
"Tuttle",2010,"Lasioglossum ruidosense","F",2010-08-02,0,"Tuttle",2010,"Lasioglossum ruidosense","F"
"Tuttle",2010,"Lasioglossum ruidosense","F",2010-08-16,0,"Tuttle",2010,"Lasioglossum ruidosense","F"
"Tuttle",2010,"Lasioglossum ruidosense","F",2010-08-29,0,"Tuttle",2010,"Lasioglossum ruidosense","F"
"Tuttle",2010,"Lasioglossum tenax","F",2010-06-21,1,"Tuttle",2010,"Lasioglossum tenax","F"
"Tuttle",2010,"Lasioglossum tenax","F",2010-07-05,0,"Tuttle",2010,"Lasioglossum tenax","F"
"Tuttle",2010,"Lasioglossum tenax","F",2010-07-19,0,"Tuttle",2010,"Lasioglossum tenax","F"
"Tuttle",2010,"Lasioglossum tenax","F",2010-08-02,0,"Tuttle",2010,"Lasioglossum tenax","F"
"Tuttle",2010,"Lasioglossum tenax","F",2010-08-16,0,"Tuttle",2010,"Lasioglossum tenax","F"
"Tuttle",2010,"Lasioglossum tenax","F",2010-08-29,0,"Tuttle",2010,"Lasioglossum tenax","F"
"Tuttle",2010,"Hylaeus annulatus","F",2010-06-21,1,"Tuttle",2010,"Hylaeus annulatus","F"
"Tuttle",2010,"Hylaeus annulatus","F",2010-07-05,0,"Tuttle",2010,"Hylaeus annulatus","F"
"Tuttle",2010,"Hylaeus annulatus","F",2010-07-19,3,"Tuttle",2010,"Hylaeus annulatus","F"
"Tuttle",2010,"Hylaeus annulatus","F",2010-08-02,1,"Tuttle",2010,"Hylaeus annulatus","F"
"Tuttle",2010,"Hylaeus annulatus","F",2010-08-16,1,"Tuttle",2010,"Hylaeus annulatus","F"
"Tuttle",2010,"Hylaeus annulatus","F",2010-08-29,1,"Tuttle",2010,"Hylaeus annulatus","F"
"Tuttle",2010,"Panurginus cressoniellus","M",2010-06-21,0,"Tuttle",2010,"Panurginus cressoniellus","M"
"Tuttle",2010,"Panurginus cressoniellus","M",2010-07-05,9,"Tuttle",2010,"Panurginus cressoniellus","M"
"Tuttle",2010,"Panurginus cressoniellus","M",2010-07-19,3,"Tuttle",2010,"Panurginus cressoniellus","M"
"Tuttle",2010,"Panurginus cressoniellus","M",2010-08-02,0,"Tuttle",2010,"Panurginus cressoniellus","M"
"Tuttle",2010,"Panurginus cressoniellus","M",2010-08-16,0,"Tuttle",2010,"Panurginus cressoniellus","M"
"Tuttle",2010,"Panurginus cressoniellus","M",2010-08-29,0,"Tuttle",2010,"Panurginus cressoniellus","M"
"Tuttle",2010,"Panurginus cressoniellus","F",2010-06-21,0,"Tuttle",2010,"Panurginus cressoniellus","F"
"Tuttle",2010,"Panurginus cressoniellus","F",2010-07-05,79,"Tuttle",2010,"Panurginus cressoniellus","F"
"Tuttle",2010,"Panurginus cressoniellus","F",2010-07-19,0,"Tuttle",2010,"Panurginus cressoniellus","F"
"Tuttle",2010,"Panurginus cressoniellus","F",2010-08-02,0,"Tuttle",2010,"Panurginus cressoniellus","F"
"Tuttle",2010,"Panurginus cressoniellus","F",2010-08-16,0,"Tuttle",2010,"Panurginus cressoniellus","F"
"Tuttle",2010,"Panurginus cressoniellus","F",2010-08-29,0,"Tuttle",2010,"Panurginus cressoniellus","F"
"Tuttle",2010,"Panurginus ineptus","F",2010-06-21,0,"Tuttle",2010,"Panurginus ineptus","F"
"Tuttle",2010,"Panurginus ineptus","F",2010-07-05,10,"Tuttle",2010,"Panurginus ineptus","F"
"Tuttle",2010,"Panurginus ineptus","F",2010-07-19,0,"Tuttle",2010,"Panurginus ineptus","F"
"Tuttle",2010,"Panurginus ineptus","F",2010-08-02,0,"Tuttle",2010,"Panurginus ineptus","F"
"Tuttle",2010,"Panurginus ineptus","F",2010-08-16,0,"Tuttle",2010,"Panurginus ineptus","F"
"Tuttle",2010,"Panurginus ineptus","F",2010-08-29,0,"Tuttle",2010,"Panurginus ineptus","F"
"Tuttle",2010,"Hoplitis robusta","F",2010-06-21,0,"Tuttle",2010,"Hoplitis robusta","F"
"Tuttle",2010,"Hoplitis robusta","F",2010-07-05,3,"Tuttle",2010,"Hoplitis robusta","F"
"Tuttle",2010,"Hoplitis robusta","F",2010-07-19,0,"Tuttle",2010,"Hoplitis robusta","F"
"Tuttle",2010,"Hoplitis robusta","F",2010-08-02,0,"Tuttle",2010,"Hoplitis robusta","F"
"Tuttle",2010,"Hoplitis robusta","F",2010-08-16,0,"Tuttle",2010,"Hoplitis robusta","F"
"Tuttle",2010,"Hoplitis robusta","F",2010-08-29,0,"Tuttle",2010,"Hoplitis robusta","F"
"Tuttle",2010,"Panurginus ineptus","M",2010-06-21,0,"Tuttle",2010,"Panurginus ineptus","M"
"Tuttle",2010,"Panurginus ineptus","M",2010-07-05,6,"Tuttle",2010,"Panurginus ineptus","M"
"Tuttle",2010,"Panurginus ineptus","M",2010-07-19,0,"Tuttle",2010,"Panurginus ineptus","M"
"Tuttle",2010,"Panurginus ineptus","M",2010-08-02,0,"Tuttle",2010,"Panurginus ineptus","M"
"Tuttle",2010,"Panurginus ineptus","M",2010-08-16,0,"Tuttle",2010,"Panurginus ineptus","M"
"Tuttle",2010,"Panurginus ineptus","M",2010-08-29,0,"Tuttle",2010,"Panurginus ineptus","M"
"Tuttle",2010,"Lasioglossum inconditum","F",2010-06-21,0,"Tuttle",2010,"Lasioglossum inconditum","F"
"Tuttle",2010,"Lasioglossum inconditum","F",2010-07-05,1,"Tuttle",2010,"Lasioglossum inconditum","F"
"Tuttle",2010,"Lasioglossum inconditum","F",2010-07-19,0,"Tuttle",2010,"Lasioglossum inconditum","F"
"Tuttle",2010,"Lasioglossum inconditum","F",2010-08-02,0,"Tuttle",2010,"Lasioglossum inconditum","F"
"Tuttle",2010,"Lasioglossum inconditum","F",2010-08-16,0,"Tuttle",2010,"Lasioglossum inconditum","F"
"Tuttle",2010,"Lasioglossum inconditum","F",2010-08-29,0,"Tuttle",2010,"Lasioglossum inconditum","F"
"Tuttle",2010,"Dufourea harveyi","M",2010-06-21,0,"Tuttle",2010,"Dufourea harveyi","M"
"Tuttle",2010,"Dufourea harveyi","M",2010-07-05,5,"Tuttle",2010,"Dufourea harveyi","M"
"Tuttle",2010,"Dufourea harveyi","M",2010-07-19,1,"Tuttle",2010,"Dufourea harveyi","M"
"Tuttle",2010,"Dufourea harveyi","M",2010-08-02,0,"Tuttle",2010,"Dufourea harveyi","M"
"Tuttle",2010,"Dufourea harveyi","M",2010-08-16,0,"Tuttle",2010,"Dufourea harveyi","M"
"Tuttle",2010,"Dufourea harveyi","M",2010-08-29,0,"Tuttle",2010,"Dufourea harveyi","M"
"Tuttle",2010,"Hylaeus basalis","F",2010-06-21,0,"Tuttle",2010,"Hylaeus basalis","F"
"Tuttle",2010,"Hylaeus basalis","F",2010-07-05,1,"Tuttle",2010,"Hylaeus basalis","F"
"Tuttle",2010,"Hylaeus basalis","F",2010-07-19,0,"Tuttle",2010,"Hylaeus basalis","F"
"Tuttle",2010,"Hylaeus basalis","F",2010-08-02,0,"Tuttle",2010,"Hylaeus basalis","F"
"Tuttle",2010,"Hylaeus basalis","F",2010-08-16,0,"Tuttle",2010,"Hylaeus basalis","F"
"Tuttle",2010,"Hylaeus basalis","F",2010-08-29,0,"Tuttle",2010,"Hylaeus basalis","F"
"Tuttle",2010,"Osmia proxima","M",2010-06-21,0,"Tuttle",2010,"Osmia proxima","M"
"Tuttle",2010,"Osmia proxima","M",2010-07-05,1,"Tuttle",2010,"Osmia proxima","M"
"Tuttle",2010,"Osmia proxima","M",2010-07-19,0,"Tuttle",2010,"Osmia proxima","M"
"Tuttle",2010,"Osmia proxima","M",2010-08-02,0,"Tuttle",2010,"Osmia proxima","M"
"Tuttle",2010,"Osmia proxima","M",2010-08-16,0,"Tuttle",2010,"Osmia proxima","M"
"Tuttle",2010,"Osmia proxima","M",2010-08-29,0,"Tuttle",2010,"Osmia proxima","M"
"Tuttle",2010,"Halictus virgatellus","M",2010-06-21,0,"Tuttle",2010,"Halictus virgatellus","M"
"Tuttle",2010,"Halictus virgatellus","M",2010-07-05,0,"Tuttle",2010,"Halictus virgatellus","M"
"Tuttle",2010,"Halictus virgatellus","M",2010-07-19,1,"Tuttle",2010,"Halictus virgatellus","M"
"Tuttle",2010,"Halictus virgatellus","M",2010-08-02,0,"Tuttle",2010,"Halictus virgatellus","M"
"Tuttle",2010,"Halictus virgatellus","M",2010-08-16,0,"Tuttle",2010,"Halictus virgatellus","M"
"Tuttle",2010,"Halictus virgatellus","M",2010-08-29,1,"Tuttle",2010,"Halictus virgatellus","M"
"Tuttle",2010,"Pseudopanurgus bakeri","M",2010-06-21,0,"Tuttle",2010,"Pseudopanurgus bakeri","M"
"Tuttle",2010,"Pseudopanurgus bakeri","M",2010-07-05,0,"Tuttle",2010,"Pseudopanurgus bakeri","M"
"Tuttle",2010,"Pseudopanurgus bakeri","M",2010-07-19,2,"Tuttle",2010,"Pseudopanurgus bakeri","M"
"Tuttle",2010,"Pseudopanurgus bakeri","M",2010-08-02,1,"Tuttle",2010,"Pseudopanurgus bakeri","M"
"Tuttle",2010,"Pseudopanurgus bakeri","M",2010-08-16,0,"Tuttle",2010,"Pseudopanurgus bakeri","M"
"Tuttle",2010,"Pseudopanurgus bakeri","M",2010-08-29,0,"Tuttle",2010,"Pseudopanurgus bakeri","M"
"Tuttle",2010,"Halictus rubicundus","M",2010-06-21,0,"Tuttle",2010,"Halictus rubicundus","M"
"Tuttle",2010,"Halictus rubicundus","M",2010-07-05,0,"Tuttle",2010,"Halictus rubicundus","M"
"Tuttle",2010,"Halictus rubicundus","M",2010-07-19,0,"Tuttle",2010,"Halictus rubicundus","M"
"Tuttle",2010,"Halictus rubicundus","M",2010-08-02,0,"Tuttle",2010,"Halictus rubicundus","M"
"Tuttle",2010,"Halictus rubicundus","M",2010-08-16,1,"Tuttle",2010,"Halictus rubicundus","M"
"Tuttle",2010,"Halictus rubicundus","M",2010-08-29,0,"Tuttle",2010,"Halictus rubicundus","M"
"Tuttle",2010,"Megachile subexilis","M",2010-06-21,0,"Tuttle",2010,"Megachile subexilis","M"
"Tuttle",2010,"Megachile subexilis","M",2010-07-05,0,"Tuttle",2010,"Megachile subexilis","M"
"Tuttle",2010,"Megachile subexilis","M",2010-07-19,0,"Tuttle",2010,"Megachile subexilis","M"
"Tuttle",2010,"Megachile subexilis","M",2010-08-02,0,"Tuttle",2010,"Megachile subexilis","M"
"Tuttle",2010,"Megachile subexilis","M",2010-08-16,0,"Tuttle",2010,"Megachile subexilis","M"
"Tuttle",2010,"Megachile subexilis","M",2010-08-29,1,"Tuttle",2010,"Megachile subexilis","M"
"Tuttle",2010,"Lasioglossum prasinogaster","F",2010-06-21,0,"Tuttle",2010,"Lasioglossum prasinogaster","F"
"Tuttle",2010,"Lasioglossum prasinogaster","F",2010-07-05,0,"Tuttle",2010,"Lasioglossum prasinogaster","F"
"Tuttle",2010,"Lasioglossum prasinogaster","F",2010-07-19,0,"Tuttle",2010,"Lasioglossum prasinogaster","F"
"Tuttle",2010,"Lasioglossum prasinogaster","F",2010-08-02,0,"Tuttle",2010,"Lasioglossum prasinogaster","F"
"Tuttle",2010,"Lasioglossum prasinogaster","F",2010-08-16,0,"Tuttle",2010,"Lasioglossum prasinogaster","F"
"Tuttle",2010,"Lasioglossum prasinogaster","F",2010-08-29,1,"Tuttle",2010,"Lasioglossum prasinogaster","F"
"Tuttle",2010,"Megachile relativa","F",2010-06-21,0,"Tuttle",2010,"Megachile relativa","F"
"Tuttle",2010,"Megachile relativa","F",2010-07-05,0,"Tuttle",2010,"Megachile relativa","F"
"Tuttle",2010,"Megachile relativa","F",2010-07-19,0,"Tuttle",2010,"Megachile relativa","F"
"Tuttle",2010,"Megachile relativa","F",2010-08-02,0,"Tuttle",2010,"Megachile relativa","F"
"Tuttle",2010,"Megachile relativa","F",2010-08-16,0,"Tuttle",2010,"Megachile relativa","F"
"Tuttle",2010,"Megachile relativa","F",2010-08-29,1,"Tuttle",2010,"Megachile relativa","F"
"Tuttle",2010,"Andrena costillensis","F",2010-06-21,0,"Tuttle",2010,"Andrena costillensis","F"
"Tuttle",2010,"Andrena costillensis","F",2010-07-05,0,"Tuttle",2010,"Andrena costillensis","F"
"Tuttle",2010,"Andrena costillensis","F",2010-07-19,0,"Tuttle",2010,"Andrena costillensis","F"
"Tuttle",2010,"Andrena costillensis","F",2010-08-02,0,"Tuttle",2010,"Andrena costillensis","F"
"Tuttle",2010,"Andrena costillensis","F",2010-08-16,0,"Tuttle",2010,"Andrena costillensis","F"
"Tuttle",2010,"Andrena costillensis","F",2010-08-29,1,"Tuttle",2010,"Andrena costillensis","F"
"Tuttle",2011,"Lasioglossum sedi","F",2011-06-08,49,"Tuttle",2011,"Lasioglossum sedi","F"
"Tuttle",2011,"Lasioglossum sedi","F",2011-06-27,14,"Tuttle",2011,"Lasioglossum sedi","F"
"Tuttle",2011,"Lasioglossum sedi","F",2011-07-11,2,"Tuttle",2011,"Lasioglossum sedi","F"
"Tuttle",2011,"Lasioglossum sedi","F",2011-07-25,0,"Tuttle",2011,"Lasioglossum sedi","F"
"Tuttle",2011,"Lasioglossum sedi","F",2011-08-12,0,"Tuttle",2011,"Lasioglossum sedi","F"
"Tuttle",2011,"Lasioglossum sedi","F",2011-08-22,0,"Tuttle",2011,"Lasioglossum sedi","F"
"Tuttle",2011,"Lasioglossum sedi","F",2011-09-13,6,"Tuttle",2011,"Lasioglossum sedi","F"
"Tuttle",2011,"Lasioglossum nigrum","F",2011-06-08,33,"Tuttle",2011,"Lasioglossum nigrum","F"
"Tuttle",2011,"Lasioglossum nigrum","F",2011-06-27,0,"Tuttle",2011,"Lasioglossum nigrum","F"
"Tuttle",2011,"Lasioglossum nigrum","F",2011-07-11,0,"Tuttle",2011,"Lasioglossum nigrum","F"
"Tuttle",2011,"Lasioglossum nigrum","F",2011-07-25,0,"Tuttle",2011,"Lasioglossum nigrum","F"
"Tuttle",2011,"Lasioglossum nigrum","F",2011-08-12,0,"Tuttle",2011,"Lasioglossum nigrum","F"
"Tuttle",2011,"Lasioglossum nigrum","F",2011-08-22,0,"Tuttle",2011,"Lasioglossum nigrum","F"
"Tuttle",2011,"Lasioglossum nigrum","F",2011-09-13,3,"Tuttle",2011,"Lasioglossum nigrum","F"
"Tuttle",2011,"Halictus virgatellus","F",2011-06-08,3,"Tuttle",2011,"Halictus virgatellus","F"
"Tuttle",2011,"Halictus virgatellus","F",2011-06-27,9,"Tuttle",2011,"Halictus virgatellus","F"
"Tuttle",2011,"Halictus virgatellus","F",2011-07-11,1,"Tuttle",2011,"Halictus virgatellus","F"
"Tuttle",2011,"Halictus virgatellus","F",2011-07-25,0,"Tuttle",2011,"Halictus virgatellus","F"
"Tuttle",2011,"Halictus virgatellus","F",2011-08-12,0,"Tuttle",2011,"Halictus virgatellus","F"
"Tuttle",2011,"Halictus virgatellus","F",2011-08-22,1,"Tuttle",2011,"Halictus virgatellus","F"
"Tuttle",2011,"Halictus virgatellus","F",2011-09-13,1,"Tuttle",2011,"Halictus virgatellus","F"
"Tuttle",2011,"Lasioglossum inconditum","F",2011-06-08,18,"Tuttle",2011,"Lasioglossum inconditum","F"
"Tuttle",2011,"Lasioglossum inconditum","F",2011-06-27,0,"Tuttle",2011,"Lasioglossum inconditum","F"
"Tuttle",2011,"Lasioglossum inconditum","F",2011-07-11,0,"Tuttle",2011,"Lasioglossum inconditum","F"
"Tuttle",2011,"Lasioglossum inconditum","F",2011-07-25,0,"Tuttle",2011,"Lasioglossum inconditum","F"
"Tuttle",2011,"Lasioglossum inconditum","F",2011-08-12,0,"Tuttle",2011,"Lasioglossum inconditum","F"
"Tuttle",2011,"Lasioglossum inconditum","F",2011-08-22,0,"Tuttle",2011,"Lasioglossum inconditum","F"
"Tuttle",2011,"Lasioglossum inconditum","F",2011-09-13,2,"Tuttle",2011,"Lasioglossum inconditum","F"
"Tuttle",2011,"Lasioglossum tenax","F",2011-06-08,1,"Tuttle",2011,"Lasioglossum tenax","F"
"Tuttle",2011,"Lasioglossum tenax","F",2011-06-27,0,"Tuttle",2011,"Lasioglossum tenax","F"
"Tuttle",2011,"Lasioglossum tenax","F",2011-07-11,0,"Tuttle",2011,"Lasioglossum tenax","F"
"Tuttle",2011,"Lasioglossum tenax","F",2011-07-25,0,"Tuttle",2011,"Lasioglossum tenax","F"
"Tuttle",2011,"Lasioglossum tenax","F",2011-08-12,0,"Tuttle",2011,"Lasioglossum tenax","F"
"Tuttle",2011,"Lasioglossum tenax","F",2011-08-22,0,"Tuttle",2011,"Lasioglossum tenax","F"
"Tuttle",2011,"Lasioglossum tenax","F",2011-09-13,2,"Tuttle",2011,"Lasioglossum tenax","F"
"Tuttle",2011,"Lasioglossum ruidosense","F",2011-06-08,2,"Tuttle",2011,"Lasioglossum ruidosense","F"
"Tuttle",2011,"Lasioglossum ruidosense","F",2011-06-27,0,"Tuttle",2011,"Lasioglossum ruidosense","F"
"Tuttle",2011,"Lasioglossum ruidosense","F",2011-07-11,0,"Tuttle",2011,"Lasioglossum ruidosense","F"
"Tuttle",2011,"Lasioglossum ruidosense","F",2011-07-25,0,"Tuttle",2011,"Lasioglossum ruidosense","F"
"Tuttle",2011,"Lasioglossum ruidosense","F",2011-08-12,0,"Tuttle",2011,"Lasioglossum ruidosense","F"
"Tuttle",2011,"Lasioglossum ruidosense","F",2011-08-22,1,"Tuttle",2011,"Lasioglossum ruidosense","F"
"Tuttle",2011,"Lasioglossum ruidosense","F",2011-09-13,1,"Tuttle",2011,"Lasioglossum ruidosense","F"
"Tuttle",2011,"Osmia paradisica","F",2011-06-08,1,"Tuttle",2011,"Osmia paradisica","F"
"Tuttle",2011,"Osmia paradisica","F",2011-06-27,0,"Tuttle",2011,"Osmia paradisica","F"
"Tuttle",2011,"Osmia paradisica","F",2011-07-11,0,"Tuttle",2011,"Osmia paradisica","F"
"Tuttle",2011,"Osmia paradisica","F",2011-07-25,0,"Tuttle",2011,"Osmia paradisica","F"
"Tuttle",2011,"Osmia paradisica","F",2011-08-12,0,"Tuttle",2011,"Osmia paradisica","F"
"Tuttle",2011,"Osmia paradisica","F",2011-08-22,0,"Tuttle",2011,"Osmia paradisica","F"
"Tuttle",2011,"Osmia paradisica","F",2011-09-13,0,"Tuttle",2011,"Osmia paradisica","F"
"Tuttle",2011,"Halictus tripartitus","F",2011-06-08,1,"Tuttle",2011,"Halictus tripartitus","F"
"Tuttle",2011,"Halictus tripartitus","F",2011-06-27,0,"Tuttle",2011,"Halictus tripartitus","F"
"Tuttle",2011,"Halictus tripartitus","F",2011-07-11,0,"Tuttle",2011,"Halictus tripartitus","F"
"Tuttle",2011,"Halictus tripartitus","F",2011-07-25,0,"Tuttle",2011,"Halictus tripartitus","F"
"Tuttle",2011,"Halictus tripartitus","F",2011-08-12,0,"Tuttle",2011,"Halictus tripartitus","F"
"Tuttle",2011,"Halictus tripartitus","F",2011-08-22,0,"Tuttle",2011,"Halictus tripartitus","F"
"Tuttle",2011,"Halictus tripartitus","F",2011-09-13,0,"Tuttle",2011,"Halictus tripartitus","F"
"Tuttle",2011,"Panurginus ineptus","M",2011-06-08,0,"Tuttle",2011,"Panurginus ineptus","M"
"Tuttle",2011,"Panurginus ineptus","M",2011-06-27,1,"Tuttle",2011,"Panurginus ineptus","M"
"Tuttle",2011,"Panurginus ineptus","M",2011-07-11,2,"Tuttle",2011,"Panurginus ineptus","M"
"Tuttle",2011,"Panurginus ineptus","M",2011-07-25,0,"Tuttle",2011,"Panurginus ineptus","M"
"Tuttle",2011,"Panurginus ineptus","M",2011-08-12,0,"Tuttle",2011,"Panurginus ineptus","M"
"Tuttle",2011,"Panurginus ineptus","M",2011-08-22,0,"Tuttle",2011,"Panurginus ineptus","M"
"Tuttle",2011,"Panurginus ineptus","M",2011-09-13,0,"Tuttle",2011,"Panurginus ineptus","M"
"Tuttle",2011,"Halictus rubicundus","F",2011-06-08,0,"Tuttle",2011,"Halictus rubicundus","F"
"Tuttle",2011,"Halictus rubicundus","F",2011-06-27,1,"Tuttle",2011,"Halictus rubicundus","F"
"Tuttle",2011,"Halictus rubicundus","F",2011-07-11,0,"Tuttle",2011,"Halictus rubicundus","F"
"Tuttle",2011,"Halictus rubicundus","F",2011-07-25,0,"Tuttle",2011,"Halictus rubicundus","F"
"Tuttle",2011,"Halictus rubicundus","F",2011-08-12,0,"Tuttle",2011,"Halictus rubicundus","F"
"Tuttle",2011,"Halictus rubicundus","F",2011-08-22,0,"Tuttle",2011,"Halictus rubicundus","F"
"Tuttle",2011,"Halictus rubicundus","F",2011-09-13,2,"Tuttle",2011,"Halictus rubicundus","F"
"Tuttle",2011,"Colletes consors","M",2011-06-08,0,"Tuttle",2011,"Colletes consors","M"
"Tuttle",2011,"Colletes consors","M",2011-06-27,0,"Tuttle",2011,"Colletes consors","M"
"Tuttle",2011,"Colletes consors","M",2011-07-11,1,"Tuttle",2011,"Colletes consors","M"
"Tuttle",2011,"Colletes consors","M",2011-07-25,0,"Tuttle",2011,"Colletes consors","M"
"Tuttle",2011,"Colletes consors","M",2011-08-12,0,"Tuttle",2011,"Colletes consors","M"
"Tuttle",2011,"Colletes consors","M",2011-08-22,0,"Tuttle",2011,"Colletes consors","M"
"Tuttle",2011,"Colletes consors","M",2011-09-13,0,"Tuttle",2011,"Colletes consors","M"
"Tuttle",2011,"Panurginus cressoniellus","F",2011-06-08,0,"Tuttle",2011,"Panurginus cressoniellus","F"
"Tuttle",2011,"Panurginus cressoniellus","F",2011-06-27,0,"Tuttle",2011,"Panurginus cressoniellus","F"
"Tuttle",2011,"Panurginus cressoniellus","F",2011-07-11,13,"Tuttle",2011,"Panurginus cressoniellus","F"
"Tuttle",2011,"Panurginus cressoniellus","F",2011-07-25,0,"Tuttle",2011,"Panurginus cressoniellus","F"
"Tuttle",2011,"Panurginus cressoniellus","F",2011-08-12,1,"Tuttle",2011,"Panurginus cressoniellus","F"
"Tuttle",2011,"Panurginus cressoniellus","F",2011-08-22,6,"Tuttle",2011,"Panurginus cressoniellus","F"
"Tuttle",2011,"Panurginus cressoniellus","F",2011-09-13,0,"Tuttle",2011,"Panurginus cressoniellus","F"
"Tuttle",2011,"Panurginus ineptus","",2011-06-08,0,"Tuttle",2011,"Panurginus ineptus",""
"Tuttle",2011,"Panurginus ineptus","",2011-06-27,0,"Tuttle",2011,"Panurginus ineptus",""
"Tuttle",2011,"Panurginus ineptus","",2011-07-11,2,"Tuttle",2011,"Panurginus ineptus",""
"Tuttle",2011,"Panurginus ineptus","",2011-07-25,0,"Tuttle",2011,"Panurginus ineptus",""
"Tuttle",2011,"Panurginus ineptus","",2011-08-12,0,"Tuttle",2011,"Panurginus ineptus",""
"Tuttle",2011,"Panurginus ineptus","",2011-08-22,0,"Tuttle",2011,"Panurginus ineptus",""
"Tuttle",2011,"Panurginus ineptus","",2011-09-13,0,"Tuttle",2011,"Panurginus ineptus",""
"Tuttle",2011,"Panurginus ineptus","F",2011-06-08,0,"Tuttle",2011,"Panurginus ineptus","F"
"Tuttle",2011,"Panurginus ineptus","F",2011-06-27,0,"Tuttle",2011,"Panurginus ineptus","F"
"Tuttle",2011,"Panurginus ineptus","F",2011-07-11,2,"Tuttle",2011,"Panurginus ineptus","F"
"Tuttle",2011,"Panurginus ineptus","F",2011-07-25,0,"Tuttle",2011,"Panurginus ineptus","F"
"Tuttle",2011,"Panurginus ineptus","F",2011-08-12,0,"Tuttle",2011,"Panurginus ineptus","F"
"Tuttle",2011,"Panurginus ineptus","F",2011-08-22,0,"Tuttle",2011,"Panurginus ineptus","F"
"Tuttle",2011,"Panurginus ineptus","F",2011-09-13,0,"Tuttle",2011,"Panurginus ineptus","F"
"Tuttle",2011,"Panurginus cressoniellus","",2011-06-08,0,"Tuttle",2011,"Panurginus cressoniellus",""
"Tuttle",2011,"Panurginus cressoniellus","",2011-06-27,0,"Tuttle",2011,"Panurginus cressoniellus",""
"Tuttle",2011,"Panurginus cressoniellus","",2011-07-11,3,"Tuttle",2011,"Panurginus cressoniellus",""
"Tuttle",2011,"Panurginus cressoniellus","",2011-07-25,0,"Tuttle",2011,"Panurginus cressoniellus",""
"Tuttle",2011,"Panurginus cressoniellus","",2011-08-12,0,"Tuttle",2011,"Panurginus cressoniellus",""
"Tuttle",2011,"Panurginus cressoniellus","",2011-08-22,0,"Tuttle",2011,"Panurginus cressoniellus",""
"Tuttle",2011,"Panurginus cressoniellus","",2011-09-13,0,"Tuttle",2011,"Panurginus cressoniellus",""
"Tuttle",2011,"Panurginus cressoniellus","M",2011-06-08,0,"Tuttle",2011,"Panurginus cressoniellus","M"
"Tuttle",2011,"Panurginus cressoniellus","M",2011-06-27,0,"Tuttle",2011,"Panurginus cressoniellus","M"
"Tuttle",2011,"Panurginus cressoniellus","M",2011-07-11,3,"Tuttle",2011,"Panurginus cressoniellus","M"
"Tuttle",2011,"Panurginus cressoniellus","M",2011-07-25,0,"Tuttle",2011,"Panurginus cressoniellus","M"
"Tuttle",2011,"Panurginus cressoniellus","M",2011-08-12,0,"Tuttle",2011,"Panurginus cressoniellus","M"
"Tuttle",2011,"Panurginus cressoniellus","M",2011-08-22,0,"Tuttle",2011,"Panurginus cressoniellus","M"
"Tuttle",2011,"Panurginus cressoniellus","M",2011-09-13,0,"Tuttle",2011,"Panurginus cressoniellus","M"
"Tuttle",2011,"Megachile melanophaea","F",2011-06-08,0,"Tuttle",2011,"Megachile melanophaea","F"
"Tuttle",2011,"Megachile melanophaea","F",2011-06-27,0,"Tuttle",2011,"Megachile melanophaea","F"
"Tuttle",2011,"Megachile melanophaea","F",2011-07-11,0,"Tuttle",2011,"Megachile melanophaea","F"
"Tuttle",2011,"Megachile melanophaea","F",2011-07-25,0,"Tuttle",2011,"Megachile melanophaea","F"
"Tuttle",2011,"Megachile melanophaea","F",2011-08-12,1,"Tuttle",2011,"Megachile melanophaea","F"
"Tuttle",2011,"Megachile melanophaea","F",2011-08-22,0,"Tuttle",2011,"Megachile melanophaea","F"
"Tuttle",2011,"Megachile melanophaea","F",2011-09-13,0,"Tuttle",2011,"Megachile melanophaea","F"
"Tuttle",2011,"Megachile montivaga","F",2011-06-08,0,"Tuttle",2011,"Megachile montivaga","F"
"Tuttle",2011,"Megachile montivaga","F",2011-06-27,0,"Tuttle",2011,"Megachile montivaga","F"
"Tuttle",2011,"Megachile montivaga","F",2011-07-11,0,"Tuttle",2011,"Megachile montivaga","F"
"Tuttle",2011,"Megachile montivaga","F",2011-07-25,0,"Tuttle",2011,"Megachile montivaga","F"
"Tuttle",2011,"Megachile montivaga","F",2011-08-12,1,"Tuttle",2011,"Megachile montivaga","F"
"Tuttle",2011,"Megachile montivaga","F",2011-08-22,0,"Tuttle",2011,"Megachile montivaga","F"
"Tuttle",2011,"Megachile montivaga","F",2011-09-13,0,"Tuttle",2011,"Megachile montivaga","F"
"Tuttle",2011,"Hylaeus annulatus","F",2011-06-08,0,"Tuttle",2011,"Hylaeus annulatus","F"
