"species","sex","site","date","year","dataset","lat","lon","effort","ab","doy"
"Melissodes bimaculata","M","DE517ed75a",2009-08-10,2009,"mary",38.925,-75.473,23.1833333333333,2,222
"Melitoma taurea","F","DE517ed75a",2009-08-10,2009,"mary",38.925,-75.473,23.1833333333333,1,222
"Melissodes bimaculata","F","DE517ed75a",2009-08-10,2009,"mary",38.925,-75.473,23.1833333333333,2,222
"Apis mellifera","F","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,1,222
"Melitoma taurea","F","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,2,222
"Lasioglossum nelumbonis","F","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,1,222
"Agapostemon splendens","M","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,1,222
"Lasioglossum pectorale","F","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,1,222
"Ceratina calcarata/dupla/mikmaqi","M","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,1,222
"Lasioglossum versatum","F","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,1,222
"Lasioglossum pilosum","F","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,1,222
"Ptilothrix bombiformis","F","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,1,222
"Augochlora pura","F","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,1,222
"Bombus impatiens","M","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,1,222
"Melissodes bimaculata","F","DE7af14188",2009-08-10,2009,"mary",38.576,-75.63,24.3333333333333,1,222
"Melissodes bimaculata","F","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,4,222
"Halictus ligatus/poeyi","F","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,4,222
"Ceratina strenua","M","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,4,222
"Ceratina calcarata/dupla/mikmaqi","F","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,2,222
"Ceratina calcarata/dupla/mikmaqi","M","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,3,222
"Augochlorella aurata","F","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,1,222
"Ceratina strenua","F","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,12,222
"Melissodes comptoides","F","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,1,222
"Lasioglossum pilosum","F","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,7,222
"Lasioglossum illinoense","F","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,1,222
"Peponapis pruinosa","M","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,1,222
"Lasioglossum hitchensi/weemsi","F","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,1,222
"Calliopsis andreniformis","F","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,1,222
"Lasioglossum pectorale","F","DEb137fb5e",2009-08-10,2009,"mary",38.554,-75.136,24,1,222
"Bombus impatiens","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,3,216
"Lasioglossum quebecense","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,1,216
"Agapostemon virescens","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,1,216
"Augochlorella aurata","M","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,2,216
"Ceratina calcarata/dupla/mikmaqi","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,4,216
"Hylaeus affinis/modestus","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,4,216
"Augochlorella aurata","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,6,216
"Bombus impatiens","M","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,1,216
"Bombus griseocollis","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,1,216
"Ceratina calcarata/dupla/mikmaqi","M","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,3,216
"Apis mellifera","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,1,216
"Halictus confusus","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,1,216
"Calliopsis andreniformis","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,2,216
"Augochlora pura","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,1,216
"Ceratina strenua","M","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,1,216
"Ptilothrix bombiformis","M","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,1,216
"Lasioglossum coriaceum","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,1,216
"Lasioglossum pilosum","F","DE2d2f31b5",2009-08-10,2009,"mary",38.528,-75.221,24.0833333333333,1,222
"Ceratina strenua","F","DE2d2f31b5",2009-08-10,2009,"mary",38.528,-75.221,24.0833333333333,1,222
"Ceratina calcarata/dupla/mikmaqi","F","DE2d2f31b5",2009-08-10,2009,"mary",38.528,-75.221,24.0833333333333,1,222
"Agapostemon virescens","F","DE2d2f31b5",2009-08-10,2009,"mary",38.528,-75.221,24.0833333333333,1,222
"Lasioglossum hitchensi/weemsi","F","DE2d2f31b5",2009-08-10,2009,"mary",38.528,-75.221,24.0833333333333,1,222
"Melissodes trinodis","F","DE2d2f31b5",2009-08-10,2009,"mary",38.528,-75.221,24.0833333333333,1,222
"Melissodes bimaculata","F","DE2d2f31b5",2009-08-10,2009,"mary",38.528,-75.221,24.0833333333333,1,222
"Lasioglossum pilosum","F","DE29348522",2009-08-10,2009,"mary",38.77,-75.087,24.0833333333333,9,222
"Lasioglossum bruneri","F","DE29348522",2009-08-10,2009,"mary",38.77,-75.087,24.0833333333333,2,222
"Lasioglossum tegulare","F","DE29348522",2009-08-10,2009,"mary",38.77,-75.087,24.0833333333333,2,222
"Lasioglossum cressonii","F","DE29348522",2009-08-10,2009,"mary",38.77,-75.087,24.0833333333333,2,222
"Lasioglossum versatum","F","DE29348522",2009-08-10,2009,"mary",38.77,-75.087,24.0833333333333,1,222
"Lasioglossum tegulare","F","DEcbceaf0e",2009-08-04,2009,"mary",39.813,-75.645,24,1,216
"Bombus impatiens","F","DE16754a64",2010-06-10,2010,"mary",38.824,-75.255,22.5,1,161
"Ceratina calcarata/dupla/mikmaqi","F","DE16754a64",2010-06-10,2010,"mary",38.824,-75.255,22.5,2,161
"Halictus ligatus/poeyi","F","DE16754a64",2010-06-10,2010,"mary",38.824,-75.255,22.5,1,161
"Lasioglossum lustrans","F","DE16754a64",2010-06-10,2010,"mary",38.824,-75.255,22.5,1,161
"Megachile montivaga","F","DE16754a64",2010-06-10,2010,"mary",38.824,-75.255,22.5,1,161
"Osmia atriventris/pumila","M","DEc372cfcc",2010-04-14,2010,"mary",38.994,-75.416,25,3,104
"Osmia atriventris/pumila","F","DEc372cfcc",2010-04-14,2010,"mary",38.994,-75.416,25,1,104
"Andrena nasonii","F","DEc372cfcc",2010-04-14,2010,"mary",38.994,-75.416,25,1,104
"Lasioglossum pilosum","F","DEd6d7be7a",2010-05-24,2010,"mary",38.919,-75.533,24,2,144
"Lasioglossum marinum","F","DE4262923e",2010-06-10,2010,"mary",38.883,-75.274,22.75,40,161
"Lasioglossum coreopsis","F","DE4262923e",2010-06-10,2010,"mary",38.883,-75.274,22.75,1,161
"Ceratina calcarata/dupla/mikmaqi","F","DE4262923e",2010-06-10,2010,"mary",38.883,-75.274,22.75,1,161
"Lasioglossum pilosum","F","DEd6d7be7a",2010-04-14,2010,"mary",38.919,-75.533,25,2,104
"Lasioglossum versatum","F","DEd6d7be7a",2010-04-14,2010,"mary",38.919,-75.533,25,2,104
"Lasioglossum pruinosum","F","DEd6d7be7a",2010-04-14,2010,"mary",38.919,-75.533,25,1,104
"Lasioglossum pilosum","F","DEd6d7be7a",2010-06-10,2010,"mary",38.919,-75.533,23,1,161
"Augochlorella aurata","F","DEd6d7be7a",2010-06-10,2010,"mary",38.919,-75.533,23,1,161
"Lasioglossum tegulare","F","DEd6d7be7a",2010-06-10,2010,"mary",38.919,-75.533,23,1,161
"Lasioglossum pruinosum","F","DEd6d7be7a",2010-06-10,2010,"mary",38.919,-75.533,23,1,161
"Lasioglossum tegulare","F","DEc372cfcc",2010-06-10,2010,"mary",38.994,-75.416,23,1,161
"Ceratina strenua","F","DEc372cfcc",2010-06-10,2010,"mary",38.994,-75.416,23,3,161
"Lasioglossum coriaceum","F","DEc372cfcc",2010-06-10,2010,"mary",38.994,-75.416,23,1,161
"Bombus impatiens","F","DEc372cfcc",2010-06-10,2010,"mary",38.994,-75.416,23,1,161
"Osmia atriventris/pumila","F","DEc372cfcc",2010-06-10,2010,"mary",38.994,-75.416,23,1,161
"Halictus confusus","F","DEc372cfcc",2010-06-10,2010,"mary",38.994,-75.416,23,1,161
"Lasioglossum cressonii","F","DEc372cfcc",2010-05-24,2010,"mary",38.994,-75.416,24,2,144
"Lasioglossum fuscipenne","F","DEc372cfcc",2010-05-24,2010,"mary",38.994,-75.416,24,1,144
"Ceratina strenua","F","DEc372cfcc",2010-05-24,2010,"mary",38.994,-75.416,24,4,144
"Agapostemon virescens","F","DEc372cfcc",2010-05-24,2010,"mary",38.994,-75.416,24,1,144
"Andrena nasonii","F","DEc372cfcc",2010-05-24,2010,"mary",38.994,-75.416,24,1,144
"Ceratina calcarata/dupla/mikmaqi","F","DEc372cfcc",2010-05-24,2010,"mary",38.994,-75.416,24,1,144
"Lasioglossum coeruleum","F","DEc372cfcc",2010-05-24,2010,"mary",38.994,-75.416,24,1,144
"Andrena imitatrix/morrisonella","F","DEc372cfcc",2010-05-24,2010,"mary",38.994,-75.416,24,1,144
"Lasioglossum subviridatum","F","DEc372cfcc",2010-06-24,2010,"mary",38.994,-75.416,23.8333333333333,1,175
"Halictus confusus","F","DEc372cfcc",2010-06-24,2010,"mary",38.994,-75.416,23.8333333333333,1,175
"Peponapis pruinosa","M","DEc372cfcc",2010-06-24,2010,"mary",38.994,-75.416,23.8333333333333,2,175
"Melissodes trinodis","M","DEd6d7be7a",2010-06-24,2010,"mary",38.919,-75.533,23.9166666666667,2,175
"Bombus griseocollis","F","DEd6d7be7a",2010-06-24,2010,"mary",38.919,-75.533,23.9166666666667,1,175
"Peponapis pruinosa","M","DEc372cfcc",2010-07-06,2010,"mary",38.994,-75.416,21.4166666666667,1,187
"Agapostemon virescens","F","DEc372cfcc",2010-07-06,2010,"mary",38.994,-75.416,21.4166666666667,1,187
"Augochlora pura","F","DEc372cfcc",2010-07-06,2010,"mary",38.994,-75.416,21.4166666666667,2,187
"Lasioglossum coriaceum","F","DEc372cfcc",2010-07-06,2010,"mary",38.994,-75.416,21.4166666666667,1,187
"Augochlora pura","M","DEc372cfcc",2010-07-06,2010,"mary",38.994,-75.416,21.4166666666667,1,187
"Melissodes comptoides","F","DEc372cfcc",2010-07-06,2010,"mary",38.994,-75.416,21.4166666666667,1,187
"Melitoma taurea","M","DEc372cfcc",2010-07-06,2010,"mary",38.994,-75.416,21.4166666666667,1,187
"Melissodes bimaculata","F","DEc372cfcc",2010-07-06,2010,"mary",38.994,-75.416,21.4166666666667,1,187
"Apis mellifera","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,14,175
"Melissodes bimaculata","M","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,1,175
"Lasioglossum versatum","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,2,175
"Lasioglossum trigeminum","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,1,175
"Agapostemon texanus","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,1,175
"Lasioglossum pilosum","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,7,175
"Melissodes trinodis","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,1,175
"Megachile brevis/mendica","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,1,175
"Melissodes bimaculata","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,1,175
"Augochlorella aurata","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,1,175
"Megachile texana","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,1,175
"Lasioglossum pectorale","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,1,175
"Lasioglossum tegulare","F","DE75cd670b",2010-06-24,2010,"mary",38.658,-75.667,23.5833333333333,1,175
"Halictus confusus","F","DE66ee0a20",2010-06-24,2010,"mary",38.739,-75.592,23.4166666666667,27,175
"Lasioglossum pilosum","F","DE66ee0a20",2010-06-24,2010,"mary",38.739,-75.592,23.4166666666667,6,175
"Agapostemon texanus","F","DE66ee0a20",2010-06-24,2010,"mary",38.739,-75.592,23.4166666666667,2,175
"Halictus ligatus/poeyi","F","DE66ee0a20",2010-06-24,2010,"mary",38.739,-75.592,23.4166666666667,3,175
"Apis mellifera","F","DE66ee0a20",2010-06-24,2010,"mary",38.739,-75.592,23.4166666666667,1,175
"Lasioglossum pruinosum","F","DE66ee0a20",2010-06-24,2010,"mary",38.739,-75.592,23.4166666666667,1,175
"Lasioglossum pectorale","F","DE66ee0a20",2010-06-24,2010,"mary",38.739,-75.592,23.4166666666667,1,175
"Lasioglossum tegulare","F","DE66ee0a20",2010-06-24,2010,"mary",38.739,-75.592,23.4166666666667,1,175
"Melissodes bimaculata","F","DE66ee0a20",2010-06-24,2010,"mary",38.739,-75.592,23.4166666666667,1,175
"Lasioglossum coreopsis","F","DE66ee0a20",2010-06-24,2010,"mary",38.739,-75.592,23.4166666666667,1,175
"Lasioglossum pilosum","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,14,187
"Lasioglossum bruneri","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,1,187
"Lasioglossum versatum","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,1,187
"Melissodes bimaculata","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,34,187
"Agapostemon texanus","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,1,187
"Lasioglossum illinoense","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,1,187
"Melissodes bimaculata","M","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,4,187
"Augochlorella aurata","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,3,187
"Ptilothrix bombiformis","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,1,187
"Apis mellifera","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,3,187
"Lasioglossum callidum","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,1,187
"Halictus confusus","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,1,187
"Lasioglossum tegulare","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,1,187
"Peponapis pruinosa","F","DE75cd670b",2010-07-06,2010,"mary",38.658,-75.667,22.0833333333333,1,187
"Peponapis pruinosa","F","DE153d32c3",2010-07-06,2010,"mary",38.579,-75.635,22.1666666666667,6,187
"Peponapis pruinosa","M","DE153d32c3",2010-07-06,2010,"mary",38.579,-75.635,22.1666666666667,6,187
"Melissodes bimaculata","F","DE153d32c3",2010-07-06,2010,"mary",38.579,-75.635,22.1666666666667,4,187
"Lasioglossum pilosum","F","DE153d32c3",2010-07-06,2010,"mary",38.579,-75.635,22.1666666666667,4,187
"Melitoma taurea","M","DE153d32c3",2010-07-06,2010,"mary",38.579,-75.635,22.1666666666667,3,187
"Lasioglossum nelumbonis","F","DE153d32c3",2010-07-06,2010,"mary",38.579,-75.635,22.1666666666667,22,187
"Agapostemon virescens","F","DE153d32c3",2010-07-06,2010,"mary",38.579,-75.635,22.1666666666667,1,187
"Agapostemon splendens","F","DE153d32c3",2010-07-06,2010,"mary",38.579,-75.635,22.1666666666667,4,187
"Lasioglossum pectorale","F","DE153d32c3",2010-07-06,2010,"mary",38.579,-75.635,22.1666666666667,1,187
"Melissodes bimaculata","M","DE153d32c3",2010-07-06,2010,"mary",38.579,-75.635,22.1666666666667,1,187
"Lasioglossum tegulare","F","DEd6d7be7a",2010-07-06,2010,"mary",38.919,-75.533,21.4166666666667,1,187
"Halictus ligatus/poeyi","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,5,187
"Melissodes bimaculata","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,4,187
"Lasioglossum tegulare","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,5,187
"Halictus confusus","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,11,187
"Lasioglossum pilosum","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,10,187
"Lasioglossum trigeminum","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,1,187
"Lasioglossum pruinosum","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,4,187
"Agapostemon splendens","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,1,187
"Lasioglossum marinum","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,1,187
"Lasioglossum lustrans","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,1,187
"Lasioglossum hitchensi/weemsi","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,1,187
"Bombus impatiens","F","DE66ee0a20",2010-07-06,2010,"mary",38.739,-75.592,21.5833333333333,1,187
"Ceratina calcarata/dupla/mikmaqi","M","DE16754a64",2010-07-15,2010,"mary",38.824,-75.255,24.5,2,196
"Anthidium oblongatum","F","DE16754a64",2010-07-15,2010,"mary",38.824,-75.255,24.5,1,196
"Bombus impatiens","F","DE16754a64",2010-07-15,2010,"mary",38.824,-75.255,24.5,1,196
"Agapostemon virescens","F","DE16754a64",2010-07-15,2010,"mary",38.824,-75.255,24.5,1,196
"Ceratina calcarata/dupla/mikmaqi","F","DE16754a64",2010-07-15,2010,"mary",38.824,-75.255,24.5,1,196
"Ptilothrix bombiformis","M","DE16754a64",2010-07-15,2010,"mary",38.824,-75.255,24.5,3,196
"Melissodes comptoides","F","DE4262923e",2010-07-15,2010,"mary",38.883,-75.274,26.1666666666667,12,196
"Ptilothrix bombiformis","M","DE4262923e",2010-07-15,2010,"mary",38.883,-75.274,26.1666666666667,2,196
"Ptilothrix bombiformis","F","DE4262923e",2010-07-15,2010,"mary",38.883,-75.274,26.1666666666667,2,196
"Lasioglossum marinum","F","DE4262923e",2010-07-15,2010,"mary",38.883,-75.274,26.1666666666667,6,196
"Lasioglossum trigeminum","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,10,196
"Lasioglossum versatum","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,5,196
"Lasioglossum coeruleum","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,1,196
"Lasioglossum tegulare","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,4,196
"Lasioglossum coreopsis","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,1,196
"Ceratina calcarata/dupla/mikmaqi","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,24,196
"Ceratina calcarata/dupla/mikmaqi","M","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,2,196
"Halictus ligatus/poeyi","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,2,196
"Lasioglossum hitchensi/weemsi","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,1,196
"Ceratina strenua","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,3,196
"Augochlorella aurata","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,4,196
"Melissodes comptoides","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,14,196
"Melissodes comptoides","M","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,1,196
"Ptilothrix bombiformis","M","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,22,196
"Agapostemon virescens","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,1,196
"Megachile brevis/mendica","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,1,196
"Agapostemon virescens","M","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,1,196
"Ptilothrix bombiformis","F","DEf0c9b72b",2010-07-15,2010,"mary",38.876,-75.287,25.75,3,196
"Halictus ligatus/poeyi","M","DE66ee0a20",2010-07-21,2010,"mary",38.739,-75.592,27.6666666666667,1,202
"Melissodes bimaculata","F","DE66ee0a20",2010-07-21,2010,"mary",38.739,-75.592,27.6666666666667,5,202
"Lasioglossum pruinosum","F","DE66ee0a20",2010-07-21,2010,"mary",38.739,-75.592,27.6666666666667,2,202
"Lasioglossum pilosum","F","DE66ee0a20",2010-07-21,2010,"mary",38.739,-75.592,27.6666666666667,3,202
"Halictus confusus","F","DE66ee0a20",2010-07-21,2010,"mary",38.739,-75.592,27.6666666666667,20,202
"Lasioglossum tegulare","F","DE66ee0a20",2010-07-21,2010,"mary",38.739,-75.592,27.6666666666667,5,202
"Halictus ligatus/poeyi","F","DE66ee0a20",2010-07-21,2010,"mary",38.739,-75.592,27.6666666666667,4,202
"Melitoma taurea","F","DE66ee0a20",2010-07-21,2010,"mary",38.739,-75.592,27.6666666666667,1,202
"Lasioglossum hitchensi/weemsi","F","DE66ee0a20",2010-07-21,2010,"mary",38.739,-75.592,27.6666666666667,2,202
"Melissodes bimaculata","F","DE75cd670b",2010-07-21,2010,"mary",38.658,-75.667,27.5833333333333,5,202
"Agapostemon virescens","F","DE75cd670b",2010-07-21,2010,"mary",38.658,-75.667,27.5833333333333,3,202
"Melissodes bimaculata","M","DE75cd670b",2010-07-21,2010,"mary",38.658,-75.667,27.5833333333333,2,202
"Lasioglossum pilosum","F","DE75cd670b",2010-07-21,2010,"mary",38.658,-75.667,27.5833333333333,5,202
"Lasioglossum pruinosum","F","DE75cd670b",2010-07-21,2010,"mary",38.658,-75.667,27.5833333333333,7,202
"Lasioglossum hitchensi/weemsi","F","DE75cd670b",2010-07-21,2010,"mary",38.658,-75.667,27.5833333333333,1,202
"Augochlorella aurata","F","DE75cd670b",2010-07-21,2010,"mary",38.658,-75.667,27.5833333333333,1,202
"Lasioglossum tegulare","F","DE75cd670b",2010-07-21,2010,"mary",38.658,-75.667,27.5833333333333,2,202
"Lasioglossum bruneri","F","DE75cd670b",2010-07-21,2010,"mary",38.658,-75.667,27.5833333333333,1,202
"Lasioglossum trigeminum","F","DE75cd670b",2010-07-21,2010,"mary",38.658,-75.667,27.5833333333333,1,202
"Lasioglossum tegulare","F","DEb137fb5e",2010-07-21,2010,"mary",38.554,-75.136,23.75,1,202
"Ceratina strenua","F","DEb137fb5e",2010-07-21,2010,"mary",38.554,-75.136,23.75,1,202
"Melissodes bimaculata","F","DEb137fb5e",2010-07-21,2010,"mary",38.554,-75.136,23.75,1,202
"Melitoma taurea","M","DEb137fb5e",2010-07-21,2010,"mary",38.554,-75.136,23.75,2,202
"Augochlorella aurata","F","DEb137fb5e",2010-07-21,2010,"mary",38.554,-75.136,23.75,1,202
"Ceratina calcarata/dupla/mikmaqi","F","DEb137fb5e",2010-07-21,2010,"mary",38.554,-75.136,23.75,3,202
"Lasioglossum trigeminum","F","DEb137fb5e",2010-07-21,2010,"mary",38.554,-75.136,23.75,1,202
"Lasioglossum coreopsis","F","DEb137fb5e",2010-07-21,2010,"mary",38.554,-75.136,23.75,1,202
"Agapostemon splendens","F","DEb137fb5e",2010-07-21,2010,"mary",38.554,-75.136,23.75,1,202
"Agapostemon virescens","F","DEb137fb5e",2010-07-21,2010,"mary",38.554,-75.136,23.75,1,202
"Lasioglossum bruneri","F","DEb137fb5e",2010-07-21,2010,"mary",38.554,-75.136,23.75,1,202
"Halictus ligatus/poeyi","F","DE318df70f",2010-07-21,2010,"mary",38.497,-75.519,27.5833333333333,1,202
"Peponapis pruinosa","M","DE318df70f",2010-07-21,2010,"mary",38.497,-75.519,27.5833333333333,4,202
"Agapostemon splendens","F","DE318df70f",2010-07-21,2010,"mary",38.497,-75.519,27.5833333333333,4,202
"Agapostemon virescens","F","DE318df70f",2010-07-21,2010,"mary",38.497,-75.519,27.5833333333333,1,202
"Melissodes bimaculata","F","DE318df70f",2010-07-21,2010,"mary",38.497,-75.519,27.5833333333333,1,202
"Peponapis pruinosa","F","DE318df70f",2010-07-21,2010,"mary",38.497,-75.519,27.5833333333333,2,202
"Peponapis pruinosa","M","DEd6d7be7a",2010-07-22,2010,"mary",38.919,-75.533,23.3333333333333,4,203
"Lasioglossum pilosum","F","DEd6d7be7a",2010-07-22,2010,"mary",38.919,-75.533,23.3333333333333,1,203
"Melissodes bimaculata","F","DEd6d7be7a",2010-07-22,2010,"mary",38.919,-75.533,23.3333333333333,1,203
"Melissodes bimaculata","F","DEc372cfcc",2010-07-22,2010,"mary",38.994,-75.416,28.3333333333333,3,203
"Ceratina strenua","F","DEc372cfcc",2010-07-22,2010,"mary",38.994,-75.416,28.3333333333333,2,203
"Lasioglossum coreopsis","F","DEc372cfcc",2010-07-22,2010,"mary",38.994,-75.416,28.3333333333333,1,203
"Calliopsis andreniformis","F","DEc372cfcc",2010-07-22,2010,"mary",38.994,-75.416,28.3333333333333,1,203
"Ceratina strenua","M","DEc372cfcc",2010-07-22,2010,"mary",38.994,-75.416,28.3333333333333,1,203
"Melissodes comptoides","F","DE4bd7ada0",2010-07-27,2010,"mary",38.878,-75.284,23.6666666666667,12,208
"Lasioglossum versatum","F","DE4bd7ada0",2010-07-27,2010,"mary",38.878,-75.284,23.6666666666667,16,208
"Lasioglossum trigeminum","F","DE4bd7ada0",2010-07-27,2010,"mary",38.878,-75.284,23.6666666666667,7,208
"Ptilothrix bombiformis","M","DE4bd7ada0",2010-07-27,2010,"mary",38.878,-75.284,23.6666666666667,6,208
"Agapostemon virescens","M","DE4bd7ada0",2010-07-27,2010,"mary",38.878,-75.284,23.6666666666667,1,208
"Melissodes comptoides","M","DE4bd7ada0",2010-07-27,2010,"mary",38.878,-75.284,23.6666666666667,3,208
"Augochlorella aurata","F","DE4bd7ada0",2010-07-27,2010,"mary",38.878,-75.284,23.6666666666667,3,208
"Agapostemon virescens","F","DE4bd7ada0",2010-07-27,2010,"mary",38.878,-75.284,23.6666666666667,3,208
"Halictus ligatus/poeyi","F","DE4bd7ada0",2010-07-27,2010,"mary",38.878,-75.284,23.6666666666667,1,208
"Lasioglossum tegulare","F","DE4bd7ada0",2010-07-27,2010,"mary",38.878,-75.284,23.6666666666667,3,208
