"TransectID","SamplEvent","SiteID_Year","apis_abund","prop_apis","TctVolume","TctColor","ColorVolume","VolumeSimple","ColorSimple","trapdays","NTrapsFinal","Abundance","AbundDayTrap"
"MD7e9dcce0Troad","MD7e9dcce0","MDda3093e6_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,24,1.6
"MD7ea7e0a2","MD246f6919","MD5025c46d_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",5.99999999999999,9.00000000000003,1,0.0185185185185185
"MD7ebd6ae6","MD0e04a7c4","MDbe16227e_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,16,0.253968253968254
"MD7ed0f0de","MD6ae1a708","MDc1d114e9_2002",0,0,"bowl 12oz","blue,white,FLblue,PaleBlue,FLPaleBlue","blue,white,FLblue,PaleBlue,FLPaleBluebowl 12oz","bowl 12oz","Other",1,5,50,10
"MD7ee12dca","MD3e74de92","MDc5de4f28_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,27,0.428571428571429
"MD7ee72e4e","MD1fd37f08","MD18f67c46_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,6,0.0833333333333334
"MD7ef4348c","MD907d74ab","MDbe16227e_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,1,0.0158730158730159
"MD7efebd4a","MDd209dde8","MD2162f879_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,14,11,0.785714285714285
"MD7f1face7","MDc055bc3a","MD21d4b07e_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,5.99999999999999,4,0.666666666666668
"MD7f4a6b78","MD632d403a","MD5af17dfc_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,14,0.222222222222223
"MD7f881bb4","MDbdbf4e9f","MDe66af47e_2007",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,7,0.466666666666667
"MD7f95ab2c","MDd1c89287","MDa89f218a_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,14,7,0.5
"MD7fd2192a","MD67670dfd","MD85c7696f_2011",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,30,28,0.933333333333332
"MD7fee1ca1","MD7b995c66","MD8db284b2_2005",0,0,"bowl 3.25oz","white,FLblue","white,FLbluebowl 3.25oz","bowl 3.25oz","Other",1,10,21,2.1
"MD7ffa0f62","MD2ecd4f2d","MD0b1410e0_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,14,5,0.357142857142857
"MD800a2460","MDe92358e0","MD3ce2eaaf_2002",0,0,"bowl 3.25oz","FLyellow","FLyellowbowl 3.25oz","bowl 3.25oz","FLyellow",1,5,4,0.8
"MD80251716","MDb466adae","MDc628a3bf_2003",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,30,7,0.233333333333333
"MD80261d60","MD6c63facb","MDe66af47e_2007",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,4,0.266666666666667
"MD802a5031","MD4d40e728","MDb6b71ddd_2012",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,3,7,0.333333333333333
"MD802d7468","MD5ef2324c","MDac0ed181_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,8,0.126984126984127
"MD8063ef6d","MD4585e5ee","MD77cbe77b_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,8,0.533333333333334
"MD807046ed","MD15356f22","MDeaea6fd9_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,7.99999999999999,2,0.0357142857142858
"MD80a3be89","MD511be6bc","MD9dfcad75_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",11,6.99999999999999,10,0.12987012987013
"MD81499396","MD46195631","MD1b26dccf_2006",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,7,0.7
"MD8197b6da","MD537f960c","MD8b6cc992_2014",2,0.0869565217391304,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,24,21,0.875000000000001
"MD81a42521","MD961fa52c","MD51b168c3_2006",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,1,0.1
"MD81d775d6","MDa1edbc4a","MDa2034600_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",4,8.99999999999999,2,0.0555555555555556
"MD8201d31f","MD4f973fe7","MD47d62949_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8,8,0.125
"MD820b3763","MD02430133","MD7a65ee44_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,1,0.0138888888888889
"MD82107209","MD0f71b96e","MD705f86a5_2002",0,0,"bowl 12oz","white","whitebowl 12oz","bowl 12oz","white",1,5,12,2.4
"MD821f5223","MD07777949","MDa8c41dd2_2013",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,30,230,7.66666666666666
"MD8224d76e","MD0e29d1a0","MDc2216e29_2011",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",5.99999999999999,9.00000000000003,31,0.574074074074074
"MD8282e2d1","MD60e9866e","MDf9625a26_2012",1,0.2,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,4,0.266666666666667
"MD829b0e1a","MD26eaaf76","MD5d9c9b27_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,19,0.301587301587302
"MD82ae8148","MDe20b406e","MD1ecdb2fa_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,2,0.0317460317460318
"MD82dd5727","MDb4bd6b6d","MD12d73d00_2002",0,0,"bowl 0.75oz, bowl 12oz, bowl 1oz, bowl 2oz, bowl 6oz","FLyellow","FLyellowbowl 0.75oz, bowl 12oz, bowl 1oz, bowl 2oz, bowl 6oz","Other, Mostly Mixed","FLyellow",1,5,29,5.8
"MD82e48ac0","MD88d7ab63","MD6f69af96_2004",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,13,0.866666666666667
"MD82ec89e0","MD52b732f9","MDf2b3ceaf_2006",0,0,"bowl 2oz","blue,yellow,white","blue,yellow,whitebowl 2oz","bowl 2oz","blue,yellow,white",1,15,2,0.133333333333333
"MD82f7b570","MDae4d189e","MDe7465863_2012",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,18,36,2
"MD8304daab","MD5f13d91e","MD07590179_2014",0,0,"bowl 3.25oz","blue,yellow","blue,yellowbowl 3.25oz","bowl 3.25oz","Other",1,6.99999999999999,3,0.428571428571429
"MD83745c82","MDd047f6bb","MDfc4a9ca0_2011",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,30,9,0.3
"MD83b5420e","MDd5e40654","MDe258cbcc_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,7,0.0972222222222223
"MD83bd4607","MD1dfc698e","MD1b915b93_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,5.99999999999999,2,0.333333333333334
"MD83e706f7","MDdf105d5c","MDaf25c4cf_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",5.99999999999999,9.00000000000003,13,0.240740740740741
"MD83f07e48","MDb4d23a5a","MDb5c392e8_2015",3,0.0326086956521739,"bowl 12oz","blue,yellow,white","blue,yellow,whitebowl 12oz","bowl 12oz","blue,yellow,white",15,9,89,0.65925925925926
"MD83fc1b1f","MD02d64e00","MDe26c3dd5_2009",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,20,39,1.95
"MD8414b0e7","MD3ffdf295","MDa2034600_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,1,0.0158730158730159
"MD84150c94","MD38bfc58a","MDa2034600_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,1,0.0158730158730159
"MD84311750","MDd9fb45e4","MDf43bae36_2015",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,24,6,0.25
"MD8445327f","MD37fd2e47","MD81e95174_2006",1,0.0909090909090909,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,10,1
"MD84455b83","MD3edd91c3","MDa2034600_2014",2,0.666666666666667,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",5.99999999999999,9.00000000000003,1,0.0185185185185185
"MD84569dd9Tfield","MD84569dd9","MD8cfd0152_2005",1,0.0714285714285714,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,13,0.866666666666667
"MD84569dd9Troad","MD84569dd9","MD8cfd0152_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,30,2
"MD845fe94b","MD2c54e375","MD7609628e_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",5.99999999999999,9.00000000000003,10,0.185185185185185
"MD84b253b7","MD68e33463","MD4a3c0129_2002",0,0,"bowl 3.25oz","FLyellow","FLyellowbowl 3.25oz","bowl 3.25oz","FLyellow",1,5,5,1
"MD84c08554","MD60cfce3b","MD42b986d4_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,1,0.0666666666666667
"MD850db2ef","MD83f28245","MD4e386f96_2015",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,24,15,0.625
"MD851ef5a7","MD3a875ef7","MD2162f879_2012",1,0.0222222222222222,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,13,44,3.38461538461538
"MD852177b0","MD0ec9bb04","MD46bd7222_2014",1,0.0188679245283019,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,52,0.825396825396827
"MD8523582b","MD5ca340df","MDa8782246_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,2,0.0317460317460318
"MD852b8b9f","MD5cf3272e","MD714b6f0f_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,10,21,2.1
"MD856be504","MD5badfd61","MD76b51704_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,29,144,4.96551724137932
"MD857f51b9","MD19dd6ec4","MD3170e70b_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,5.99999999999999,7,1.16666666666667
"MD85c51fae","MD6fd320f3","MD0c71e116_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",5.99999999999999,9.00000000000003,66,1.22222222222222
"MD85ea5ca3","MDb4bd6b6d","MD12d73d00_2002",0,0,"bowl 4oz","FLyellow","FLyellowbowl 4oz","Other, Mostly Mixed","FLyellow",1,4,5,1.25
"MD85f5db58","MDde9b6e3c","MD65e728d7_2005",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,10,1
"MD86098820","MD4a612077","MD27d11a53_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,31,0.492063492063493
"MD8661e394","MDd373e0dd","MDd341b2c0_2007",1,0.111111111111111,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,8,0.533333333333334
"MD8662465a","MD10a935c3","MDad83f625_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",5.99999999999999,9.00000000000003,2,0.037037037037037
"MD86cdbdd2","MD7cff3191","MD56ac042d_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,3,0.0476190476190477
"MD86edca28","MD3d55bbae","MD5fb4b7b4_2014",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,30,191,6.36666666666666
"MD8709935c","MD8dd0e556","MD4e386f96_2014",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,24,32,1.33333333333333
"MD8726f752","MD933e2e83","MDec5512ff_2004",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,14,7,0.5
"MD872b1abb","MDc762ce8b","MD757bfc02_2005",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,8,25,3.125
"MD8736fe85","MDb01569a6","MD6b0295aa_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,2,0.0317460317460318
"MD8737be19","MDb99b9817","MD160a37ac_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,1,0.0666666666666667
"MD877f1d88","MDcf41fe7c","MDf8bec355_2009",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,20,42,2.1
"MD8786b931","MD8c6030ed","MD18a8b2ad_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,14,8,0.571428571428571
"MD87913712","MDcce5143d","MDf77df44f_2005",0,0,"bowl 3.25oz","white,FLblue","white,FLbluebowl 3.25oz","bowl 3.25oz","Other",1,10,1,0.1
"MD879b967e","MD527a50ac","MD714f3235_2015",0,0,"bowl 12oz","blue,yellow,white","blue,yellow,whitebowl 12oz","bowl 12oz","blue,yellow,white",13,8.99999999999999,54,0.461538461538462
"MD879db85c","MDb70ad4a2","MD76b5c292_2013",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,30,16,0.533333333333333
"MD87c9ee64","MDfcb878a2","MD09a4225b_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,5.99999999999999,1,0.166666666666667
"MD87ef6024","MD7e8b6720","MD91915f1b_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,9,0.142857142857143
"MD8837dd1d","MD39576f99","MDa89f218a_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,19,1.26666666666667
"MD883bf457","MD52cb237b","MDc0cf052c_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,30,0.476190476190477
"MD884129df","MD46195631","MD1b26dccf_2006",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,13,1.3
"MD885e0ea5","MD568afaf4","MD63b786a9_2006",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,6,0.4
"MD88803052","MD739aa085","MD883eef88_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",10,14,4,0.0285714285714286
"MD88b5c06b","MD9f0a2c1e","MDc18c807d_2005",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,23,2.3
"MD88deae87","MDf5bb9a7f","MDf9625a26_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,1,0.0666666666666667
"MD89221ccd","MD44e735c8","MD6eb5def4_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,5.99999999999999,2,0.333333333333334
"MD8924c9fb","MD7e045f4c","MDf2b3ceaf_2006",0,0,"bowl 2oz","blue,yellow,white","blue,yellow,whitebowl 2oz","bowl 2oz","blue,yellow,white",1,15,3,0.2
"MD8928bfc5","MD7a34b37d","MD598eb5e8_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,2,0.133333333333333
"MD89398c46","MDb4ae661d","MD28417e9e_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,5,0.0694444444444445
"MD894a02fb","MD219498a8","MDd37f5343_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,5,8,1.6
"MD894c9ca5","MDd0056b41","MD7609628e_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,48,0.761904761904763
"MD8959de4e","MD2cc491db","MD0045dc99_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,13,3,0.230769230769231
"MD8996baf7","MDc163a613","MD450272e1_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,30,0.476190476190477
"MD89b6859d","MDf419f306","MDc6ea0ba6_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,10,4,0.4
"MD89c107bd","MD5c651487","MD7609628e_2014",1,0.5,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",13,4.99999999999999,1,0.0153846153846154
"MD89f97924","MDdc9cfb89","MDe66af47e_2007",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,1,0.0666666666666667
"MD8a1700e6","MDa2e514f9","MDbc80713e_2011",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,76,1.20634920634921
"MD8a2a86a9","MDe0870fb2","MD08868b80_2003",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,9.00000000000001,7,0.777777777777777
"MD8a2dd235","MD4f2d225c","MD03dca0be_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,89,1.41269841269842
"MD8a44580d","MDe7cb25e3","MD87baf887_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,4,0.0634920634920636
"MD8a7797ea","MD97a150ac","MD91915f1b_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,4,0.0634920634920636
"MD8a7b34a2","MD2857cc77","MDc1dc029b_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,7.99999999999999,17,0.303571428571429
"MD8a8b99f4","MD705c1f2e","MDc9eff84d_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,2,0.133333333333333
"MD8ab17df6","MD19a0aa2e","MD1d124be2_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8,2,0.03125
"MD8ac3bf17","MD63d84448","MDa8782246_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,7,0.111111111111111
"MD8ad0366c","MDc448dbcb","MDd41226b4_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",38,9.00000000000001,25,0.0730994152046782
"MD8ae8a62e","MD177aa270","MD83d9b234_2006",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,18,1.8
"MD8af17d0c","MD24d0f4ed","MD0d198ac8_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,3,0.2
"MD8afa0706","MD8074bc76","MD2162f879_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,7,0.466666666666667
"MD8afde53e","MD520ebfec","MD2a49fef5_2009",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,20,41,2.05
"MD8b317df6","MDf0677205","MD77cbe77b_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,8,0.533333333333334
"MD8b3e96be","MDf7cef4d2","MD71eb1933_2004",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,28,1.86666666666667
"MD8b43b986","MD6638c51e","MD7a65ee44_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,4,0.0555555555555556
"MD8b453e8b","MD7a8a82b8","MDd5253a17_2012",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,3,1,0.0476190476190476
"MD8b81dcc9","MD709ee2a0","MD673268c2_2002",0,0,"bowl 12oz","white","whitebowl 12oz","bowl 12oz","white",1,5,6,1.2
"MD8b9064ab","MD4f00f903","MDb3b5a22e_2003",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,28,11,0.392857142857143
"MD8bbf083f","MD3a281125","MDb325544b_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,1,0.0138888888888889
"MD8bc5bde9","MD2a039701","MDff5fc55c_2006",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,6,0.6
"MD8beb0b14","MDe0e212df","MDf9ac058f_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,54,3.6
"MD8bf107b8","MD8df1bb58","MDeb1da055_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,25,0.396825396825398
"MD8c0062cf","MD22c9bec9","MDd41226b4_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,4,0.0634920634920636
"MD8c146444","MD76969dbe","MD85c7696f_2011",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,30,29,0.966666666666666
"MD8c1e3eba","MD26146572","MD9db8dfb1_2006",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,1,0.1
